"num","p5.meas","treatment","temp.avg","temp.var","date.hatch","date.died","date.ovp","num.ovp","suc.ovp","date.3","mass.3","date.4","mass.4","date.5","mass.5","date.p5.1","date.p5.2","date.p5.3","date.cull","mass.cull","inst.6","date.wand","mass.wand","date.em","instar.em","bled.em","mass.48em","date.ecl","num.em","num.coc","num.fail.spin","num.unem","num.ecl","load","mongo","left_out","notes","diss.notes","date.hatch.j","date.died.j","date.ovp.j","date.3.j","date.4.j","date.5.j","date.p5.1.j","date.p5.2.j","date.p5.3.j","date.cull.j","date.wand.j","date.em.j","date.ecl.j","died","died.bf5","tt3","tt4","tt5","ttwand","ttem.h","ttcull","ttem.w","ttecl","ps.em","ps.ecl","ttend","end.class","early_cull","ttp5.1","ttp5.2","ttp5.3","mass","age"
188,"p5.3","para",30,"10","1/26/20",NA,"1/29/20",1,NA,"1/29/20",46.21,"2/2/20",112.87,"2/8/20",1222.3,"2/15/20","2/22/20",NA,NA,NA,NA,"2/28/20",7046.84,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"ovp and put in chamber around 12pm. wandered 2/28/20. put in pupae box to see if it pupates",NA,26,0,29,29,33,39,46,53,NA,0,59,0,NA,0,0,3,7,13,33,NA,NA,NA,NA,0,0,33,"wand",0,20,27,NA,NA,NA
24,"end","para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",34.24,"1/30/20",213.45,"2/3/20",1180.44,"2/10/20","2/17/20","2/24/20","2/24/20",9682.96,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 3rd-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,9682.96,31
24,"p5.1","para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",34.24,"1/30/20",213.45,"2/3/20",1180.44,"2/10/20","2/17/20","2/24/20","2/24/20",9682.96,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 3rd-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,8109.4,17
24,"p5.2","para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",34.24,"1/30/20",213.45,"2/3/20",1180.44,"2/10/20","2/17/20","2/24/20","2/24/20",9682.96,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 3rd-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,10863.28,24
24,"p5.3","para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",34.24,"1/30/20",213.45,"2/3/20",1180.44,"2/10/20","2/17/20","2/24/20","2/24/20",9682.96,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 3rd-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,9682.96,31
32,"end","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",40.52,"1/30/20",248.9,"2/4/20",2426.01,"2/11/20","2/18/20","2/25/20","2/25/20",12865.44,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,35,42,49,56,56,0,0,NA,0,0,3,6,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,12865.44,32
32,"p5.1","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",40.52,"1/30/20",248.9,"2/4/20",2426.01,"2/11/20","2/18/20","2/25/20","2/25/20",12865.44,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,35,42,49,56,56,0,0,NA,0,0,3,6,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,9769.85,18
32,"p5.2","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",40.52,"1/30/20",248.9,"2/4/20",2426.01,"2/11/20","2/18/20","2/25/20","2/25/20",12865.44,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,35,42,49,56,56,0,0,NA,0,0,3,6,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,14919.28,25
32,"p5.3","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",40.52,"1/30/20",248.9,"2/4/20",2426.01,"2/11/20","2/18/20","2/25/20","2/25/20",12865.44,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,35,42,49,56,56,0,0,NA,0,0,3,6,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,12865.44,32
36,"end","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",50.7,"1/30/20",241.66,"2/3/20",1429.51,"2/10/20","2/17/20","2/24/20","2/24/20",10267.14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,10267.14,31
36,"p5.1","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",50.7,"1/30/20",241.66,"2/3/20",1429.51,"2/10/20","2/17/20","2/24/20","2/24/20",10267.14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,11143.89,17
36,"p5.2","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",50.7,"1/30/20",241.66,"2/3/20",1429.51,"2/10/20","2/17/20","2/24/20","2/24/20",10267.14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,12043.07,24
36,"p5.3","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",50.7,"1/30/20",241.66,"2/3/20",1429.51,"2/10/20","2/17/20","2/24/20","2/24/20",10267.14,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,10267.14,31
4,"end","para",30,"10","1/23/20",NA,"1/27/20",3,NA,"1/27/20",78.44,"1/30/20",445.2,"2/2/20",1520.72,"2/10/20","2/16/20","2/24/20",NA,NA,NA,"2/24/20",9085.55,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"weighed a day late for p5.1--kept on original schedule for other weighings. wandered 2/24/20, put in pupae box to see if it pupates",NA,23,0,27,27,30,33,41,47,55,0,55,0,NA,0,0,4,7,10,32,NA,NA,NA,NA,0,0,32,"wand",0,18,24,32,9085.55,32
4,"p5.1","para",30,"10","1/23/20",NA,"1/27/20",3,NA,"1/27/20",78.44,"1/30/20",445.2,"2/2/20",1520.72,"2/10/20","2/16/20","2/24/20",NA,NA,NA,"2/24/20",9085.55,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"weighed a day late for p5.1--kept on original schedule for other weighings. wandered 2/24/20, put in pupae box to see if it pupates",NA,23,0,27,27,30,33,41,47,55,0,55,0,NA,0,0,4,7,10,32,NA,NA,NA,NA,0,0,32,"wand",0,18,24,32,10339.66,18
4,"p5.2","para",30,"10","1/23/20",NA,"1/27/20",3,NA,"1/27/20",78.44,"1/30/20",445.2,"2/2/20",1520.72,"2/10/20","2/16/20","2/24/20",NA,NA,NA,"2/24/20",9085.55,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"weighed a day late for p5.1--kept on original schedule for other weighings. wandered 2/24/20, put in pupae box to see if it pupates",NA,23,0,27,27,30,33,41,47,55,0,55,0,NA,0,0,4,7,10,32,NA,NA,NA,NA,0,0,32,"wand",0,18,24,32,12127.65,24
4,"p5.3","para",30,"10","1/23/20",NA,"1/27/20",3,NA,"1/27/20",78.44,"1/30/20",445.2,"2/2/20",1520.72,"2/10/20","2/16/20","2/24/20",NA,NA,NA,"2/24/20",9085.55,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"weighed a day late for p5.1--kept on original schedule for other weighings. wandered 2/24/20, put in pupae box to see if it pupates",NA,23,0,27,27,30,33,41,47,55,0,55,0,NA,0,0,4,7,10,32,NA,NA,NA,NA,0,0,32,"wand",0,18,24,32,9085.55,32
40,"end","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",60.68,"1/30/20",231.03,"2/3/20",3125.77,"2/10/20","2/17/20","2/24/20","2/24/20",9426.34,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,9426.34,31
40,"p5.1","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",60.68,"1/30/20",231.03,"2/3/20",3125.77,"2/10/20","2/17/20","2/24/20","2/24/20",9426.34,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,9746.83,17
40,"p5.2","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",60.68,"1/30/20",231.03,"2/3/20",3125.77,"2/10/20","2/17/20","2/24/20","2/24/20",9426.34,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,12103.88,24
40,"p5.3","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",60.68,"1/30/20",231.03,"2/3/20",3125.77,"2/10/20","2/17/20","2/24/20","2/24/20",9426.34,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,9426.34,31
44,"end","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",52.76,"2/1/20",424.12,"2/7/20",1451.38,"2/14/20","2/21/20","2/28/20","2/28/20",6969.13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",NA,24,0,27,27,32,38,45,52,59,59,0,0,NA,0,0,3,8,14,NA,NA,35,NA,NA,0,0,35,"cull",0,21,28,35,6969.13,35
44,"p5.1","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",52.76,"2/1/20",424.12,"2/7/20",1451.38,"2/14/20","2/21/20","2/28/20","2/28/20",6969.13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",NA,24,0,27,27,32,38,45,52,59,59,0,0,NA,0,0,3,8,14,NA,NA,35,NA,NA,0,0,35,"cull",0,21,28,35,8258.85,21
44,"p5.2","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",52.76,"2/1/20",424.12,"2/7/20",1451.38,"2/14/20","2/21/20","2/28/20","2/28/20",6969.13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",NA,24,0,27,27,32,38,45,52,59,59,0,0,NA,0,0,3,8,14,NA,NA,35,NA,NA,0,0,35,"cull",0,21,28,35,8948.82,28
44,"p5.3","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",52.76,"2/1/20",424.12,"2/7/20",1451.38,"2/14/20","2/21/20","2/28/20","2/28/20",6969.13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",NA,24,0,27,27,32,38,45,52,59,59,0,0,NA,0,0,3,8,14,NA,NA,35,NA,NA,0,0,35,"cull",0,21,28,35,6969.13,35
48,"end","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",54.31,"2/1/20",358.08,"2/4/20",919.77,"2/11/20","2/18/20","2/25/20","2/25/20",5623.35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,24,0,27,27,32,35,42,49,56,56,0,0,NA,0,0,3,8,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,5623.35,32
48,"p5.1","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",54.31,"2/1/20",358.08,"2/4/20",919.77,"2/11/20","2/18/20","2/25/20","2/25/20",5623.35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,24,0,27,27,32,35,42,49,56,56,0,0,NA,0,0,3,8,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,5667.74,18
48,"p5.2","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",54.31,"2/1/20",358.08,"2/4/20",919.77,"2/11/20","2/18/20","2/25/20","2/25/20",5623.35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,24,0,27,27,32,35,42,49,56,56,0,0,NA,0,0,3,8,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,7893.54,25
48,"p5.3","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",54.31,"2/1/20",358.08,"2/4/20",919.77,"2/11/20","2/18/20","2/25/20","2/25/20",5623.35,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,24,0,27,27,32,35,42,49,56,56,0,0,NA,0,0,3,8,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,5623.35,32
52,"end","para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",46.99,"1/30/20",163.02,"2/3/20",1135.28,"2/10/20","2/17/20","2/24/20","2/24/20",8030.15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,8030.15,31
52,"p5.1","para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",46.99,"1/30/20",163.02,"2/3/20",1135.28,"2/10/20","2/17/20","2/24/20","2/24/20",8030.15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,8477.04,17
52,"p5.2","para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",46.99,"1/30/20",163.02,"2/3/20",1135.28,"2/10/20","2/17/20","2/24/20","2/24/20",8030.15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,9273.35,24
52,"p5.3","para",30,"10","1/24/20",NA,"1/27/20",2,NA,"1/27/20",46.99,"1/30/20",163.02,"2/3/20",1135.28,"2/10/20","2/17/20","2/24/20","2/24/20",8030.15,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,27,27,30,34,41,48,55,55,0,0,NA,0,0,3,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,8030.15,31
56,"end","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",49,"2/1/20",420.28,"2/4/20",842.39,"2/11/20",NA,NA,"2/17/20",2422.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, could not remove cuticle. removed cuticle 6 days after molt to 5th, 2/10/20. close to death on 2/17/20, culled early. frozen for dissection",NA,24,0,27,27,32,35,42,NA,NA,48,0,0,NA,0,0,3,8,11,NA,NA,24,NA,NA,0,0,24,"cull",1,18,NA,NA,2422.06,24
56,"p5.1","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",49,"2/1/20",420.28,"2/4/20",842.39,"2/11/20",NA,NA,"2/17/20",2422.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, could not remove cuticle. removed cuticle 6 days after molt to 5th, 2/10/20. close to death on 2/17/20, culled early. frozen for dissection",NA,24,0,27,27,32,35,42,NA,NA,48,0,0,NA,0,0,3,8,11,NA,NA,24,NA,NA,0,0,24,"cull",1,18,NA,NA,1965.35,18
56,"p5.2","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",49,"2/1/20",420.28,"2/4/20",842.39,"2/11/20",NA,NA,"2/17/20",2422.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, could not remove cuticle. removed cuticle 6 days after molt to 5th, 2/10/20. close to death on 2/17/20, culled early. frozen for dissection",NA,24,0,27,27,32,35,42,NA,NA,48,0,0,NA,0,0,3,8,11,NA,NA,24,NA,NA,0,0,24,"cull",1,18,NA,NA,NA,NA
56,"p5.3","para",30,"10","1/24/20",NA,"1/27/20",1,NA,"1/27/20",49,"2/1/20",420.28,"2/4/20",842.39,"2/11/20",NA,NA,"2/17/20",2422.06,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, could not remove cuticle. removed cuticle 6 days after molt to 5th, 2/10/20. close to death on 2/17/20, culled early. frozen for dissection",NA,24,0,27,27,32,35,42,NA,NA,48,0,0,NA,0,0,3,8,11,NA,NA,24,NA,NA,0,0,24,"cull",1,18,NA,NA,NA,NA
62,"end","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",62.1,"1/31/20",163.88,"2/4/20",1326.19,"2/11/20",NA,NA,NA,NA,NA,"2/15/20",8736.76,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered 2/15/20, frozen at -80 for katherine to test",NA,24,0,28,28,31,35,42,NA,NA,0,46,0,NA,0,0,4,7,11,22,NA,NA,NA,NA,0,0,22,"wand",0,18,NA,NA,8736.76,22
62,"p5.1","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",62.1,"1/31/20",163.88,"2/4/20",1326.19,"2/11/20",NA,NA,NA,NA,NA,"2/15/20",8736.76,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered 2/15/20, frozen at -80 for katherine to test",NA,24,0,28,28,31,35,42,NA,NA,0,46,0,NA,0,0,4,7,11,22,NA,NA,NA,NA,0,0,22,"wand",0,18,NA,NA,9575.73,18
62,"p5.2","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",62.1,"1/31/20",163.88,"2/4/20",1326.19,"2/11/20",NA,NA,NA,NA,NA,"2/15/20",8736.76,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered 2/15/20, frozen at -80 for katherine to test",NA,24,0,28,28,31,35,42,NA,NA,0,46,0,NA,0,0,4,7,11,22,NA,NA,NA,NA,0,0,22,"wand",0,18,NA,NA,NA,NA
62,"p5.3","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",62.1,"1/31/20",163.88,"2/4/20",1326.19,"2/11/20",NA,NA,NA,NA,NA,"2/15/20",8736.76,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered 2/15/20, frozen at -80 for katherine to test",NA,24,0,28,28,31,35,42,NA,NA,0,46,0,NA,0,0,4,7,11,22,NA,NA,NA,NA,0,0,22,"wand",0,18,NA,NA,NA,NA
66,"end","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",43.22,"2/1/20",687.19,"2/4/20",1936.07,"2/11/20","2/18/20","2/25/20","2/25/20",12389.51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,28,28,32,35,42,49,56,56,0,0,NA,0,0,4,8,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,12389.51,32
66,"p5.1","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",43.22,"2/1/20",687.19,"2/4/20",1936.07,"2/11/20","2/18/20","2/25/20","2/25/20",12389.51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,28,28,32,35,42,49,56,56,0,0,NA,0,0,4,8,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,11277.32,18
66,"p5.2","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",43.22,"2/1/20",687.19,"2/4/20",1936.07,"2/11/20","2/18/20","2/25/20","2/25/20",12389.51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,28,28,32,35,42,49,56,56,0,0,NA,0,0,4,8,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,14677.42,25
66,"p5.3","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",43.22,"2/1/20",687.19,"2/4/20",1936.07,"2/11/20","2/18/20","2/25/20","2/25/20",12389.51,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,24,0,28,28,32,35,42,49,56,56,0,0,NA,0,0,4,8,11,NA,NA,32,NA,NA,0,0,32,"cull",0,18,25,32,12389.51,32
70,"end","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",41.43,"2/2/20",194.29,"2/7/20",1582.37,"2/14/20","2/21/20","2/28/20","2/28/20",9069.18,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",NA,24,0,28,28,33,38,45,52,59,59,0,0,NA,0,0,4,9,14,NA,NA,35,NA,NA,0,0,35,"cull",0,21,28,35,9069.18,35
70,"p5.1","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",41.43,"2/2/20",194.29,"2/7/20",1582.37,"2/14/20","2/21/20","2/28/20","2/28/20",9069.18,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",NA,24,0,28,28,33,38,45,52,59,59,0,0,NA,0,0,4,9,14,NA,NA,35,NA,NA,0,0,35,"cull",0,21,28,35,8709.73,21
70,"p5.2","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",41.43,"2/2/20",194.29,"2/7/20",1582.37,"2/14/20","2/21/20","2/28/20","2/28/20",9069.18,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",NA,24,0,28,28,33,38,45,52,59,59,0,0,NA,0,0,4,9,14,NA,NA,35,NA,NA,0,0,35,"cull",0,21,28,35,11071.4,28
70,"p5.3","para",30,"10","1/24/20",NA,"1/28/20",1,NA,"1/28/20",41.43,"2/2/20",194.29,"2/7/20",1582.37,"2/14/20","2/21/20","2/28/20","2/28/20",9069.18,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, cuticle removed from 4th-6th prolegs 3 days after molt to 5th (2/10/20)",NA,24,0,28,28,33,38,45,52,59,59,0,0,NA,0,0,4,9,14,NA,NA,35,NA,NA,0,0,35,"cull",0,21,28,35,9069.18,35
74,"end","para",30,"10","1/24/20",NA,"1/28/20",2,NA,"1/28/20",67.25,"1/30/20",193.93,"2/3/20",1264.02,"2/10/20","2/17/20","2/24/20","2/24/20",4748.11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,24,0,28,28,30,34,41,48,55,55,0,0,NA,0,0,4,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,4748.11,31
74,"p5.1","para",30,"10","1/24/20",NA,"1/28/20",2,NA,"1/28/20",67.25,"1/30/20",193.93,"2/3/20",1264.02,"2/10/20","2/17/20","2/24/20","2/24/20",4748.11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,24,0,28,28,30,34,41,48,55,55,0,0,NA,0,0,4,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,3904.85,17
74,"p5.2","para",30,"10","1/24/20",NA,"1/28/20",2,NA,"1/28/20",67.25,"1/30/20",193.93,"2/3/20",1264.02,"2/10/20","2/17/20","2/24/20","2/24/20",4748.11,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,24,0,28,28,30,34,41,48,55,55,0,0,NA,0,0,4,6,10,NA,NA,31,NA,NA,0,0,31,"cull",0,17,24,31,5090.44,24
