"num","treatment","temp.var","instar","temp.avg","date.hatch","date.died","date.ovp","num.ovp","suc.ovp","date.3","date.4","date.5","date.p5.1","mass.p5.1","date.p5.2","mass.p5.2","date.p5.3","mass.p5.3","date.cull","mass.cull","inst.6","date.wand","mass.wand","date.em","instar.em","bled.em","mass.48em","date.ecl","num.em","num.coc","num.fail.spin","num.unem","num.ecl","load","mongo","left_out","notes","diss.notes","date.hatch.j","date.died.j","date.ovp.j","date.3.j","date.4.j","date.5.j","date.p5.1.j","date.p5.2.j","date.p5.3.j","date.cull.j","date.wand.j","date.em.j","date.ecl.j","died","died.bf5","tt3","tt4","tt5","ttwand","ttem.h","ttcull","ttem.w","ttecl","ps.em","ps.ecl","ttend","end.class","mass","age"
1,"control","0","3",30,"1/23/20",NA,NA,NA,NA,"1/26/20","1/29/20","1/31/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/3/20",8479.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,23,0,NA,26,29,31,NA,NA,NA,0,34,0,NA,0,0,3,6,8,11,NA,NA,NA,NA,0,0,11,"wand",38.09,3
1,"control","0","4",30,"1/23/20",NA,NA,NA,NA,"1/26/20","1/29/20","1/31/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/3/20",8479.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,23,0,NA,26,29,31,NA,NA,NA,0,34,0,NA,0,0,3,6,8,11,NA,NA,NA,NA,0,0,11,"wand",545.61,6
1,"control","0","5",30,"1/23/20",NA,NA,NA,NA,"1/26/20","1/29/20","1/31/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/3/20",8479.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,23,0,NA,26,29,31,NA,NA,NA,0,34,0,NA,0,0,3,6,8,11,NA,NA,NA,NA,0,0,11,"wand",1447.48,8
1,"control","0","end",30,"1/23/20",NA,NA,NA,NA,"1/26/20","1/29/20","1/31/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/3/20",8479.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,23,0,NA,26,29,31,NA,NA,NA,0,34,0,NA,0,0,3,6,8,11,NA,NA,NA,NA,0,0,11,"wand",8479.89,11
10,"control","10","3",30,"1/23/20",NA,NA,NA,NA,"1/27/20","1/30/20","2/3/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",8683.6,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,23,0,NA,27,30,34,NA,NA,NA,0,39,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,"wand",28.97,4
10,"control","10","4",30,"1/23/20",NA,NA,NA,NA,"1/27/20","1/30/20","2/3/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",8683.6,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,23,0,NA,27,30,34,NA,NA,NA,0,39,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,"wand",202.23,7
10,"control","10","5",30,"1/23/20",NA,NA,NA,NA,"1/27/20","1/30/20","2/3/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",8683.6,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,23,0,NA,27,30,34,NA,NA,NA,0,39,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,"wand",1631.03,11
10,"control","10","end",30,"1/23/20",NA,NA,NA,NA,"1/27/20","1/30/20","2/3/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",8683.6,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,23,0,NA,27,30,34,NA,NA,NA,0,39,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,"wand",8683.6,16
101,"control","0","3",30,"1/24/20",NA,NA,NA,NA,"1/28/20","1/30/20","2/2/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",11613.86,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,28,30,33,NA,NA,NA,0,37,0,NA,0,0,4,6,9,13,NA,NA,NA,NA,0,0,13,"wand",58.23,4
101,"control","0","4",30,"1/24/20",NA,NA,NA,NA,"1/28/20","1/30/20","2/2/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",11613.86,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,28,30,33,NA,NA,NA,0,37,0,NA,0,0,4,6,9,13,NA,NA,NA,NA,0,0,13,"wand",240.72,6
101,"control","0","5",30,"1/24/20",NA,NA,NA,NA,"1/28/20","1/30/20","2/2/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",11613.86,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,28,30,33,NA,NA,NA,0,37,0,NA,0,0,4,6,9,13,NA,NA,NA,NA,0,0,13,"wand",1854.93,9
101,"control","0","end",30,"1/24/20",NA,NA,NA,NA,"1/28/20","1/30/20","2/2/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/6/20",11613.86,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,24,0,NA,28,30,33,NA,NA,NA,0,37,0,NA,0,0,4,6,9,13,NA,NA,NA,NA,0,0,13,"wand",11613.86,13
102,"control","10","3",30,"1/24/20",NA,NA,NA,NA,"1/28/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/9/20",7090.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,NA,28,31,35,NA,NA,NA,0,40,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,"wand",66.57,4
102,"control","10","4",30,"1/24/20",NA,NA,NA,NA,"1/28/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/9/20",7090.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,NA,28,31,35,NA,NA,NA,0,40,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,"wand",263.7,7
102,"control","10","5",30,"1/24/20",NA,NA,NA,NA,"1/28/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/9/20",7090.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,NA,28,31,35,NA,NA,NA,0,40,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,"wand",2149.52,11
102,"control","10","end",30,"1/24/20",NA,NA,NA,NA,"1/28/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/9/20",7090.89,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 5th-6th prolegs",NA,24,0,NA,28,31,35,NA,NA,NA,0,40,0,NA,0,0,4,7,11,16,NA,NA,NA,NA,0,0,16,"wand",7090.89,16
103,"para","0","3",30,"1/24/20",NA,"1/28/20",1,NA,"1/28/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",5,0,1825.64,"2/13/20",67,65,2,69,57,136,NA,1,"was left out at room temperature for 24 hours 1 day after wasp emergence","27 immature 2nds, counted in num_unem. lots of 1sts, at least 10-15. some 2nds looked stuck in cuticle",24,0,28,28,31,35,NA,NA,NA,0,0,39,44,0,0,4,7,11,NA,15,NA,11,16,0.492647058823529,0.419117647058824,15,"em",61.47,4
103,"para","0","4",30,"1/24/20",NA,"1/28/20",1,NA,"1/28/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",5,0,1825.64,"2/13/20",67,65,2,69,57,136,NA,1,"was left out at room temperature for 24 hours 1 day after wasp emergence","27 immature 2nds, counted in num_unem. lots of 1sts, at least 10-15. some 2nds looked stuck in cuticle",24,0,28,28,31,35,NA,NA,NA,0,0,39,44,0,0,4,7,11,NA,15,NA,11,16,0.492647058823529,0.419117647058824,15,"em",206.14,7
103,"para","0","5",30,"1/24/20",NA,"1/28/20",1,NA,"1/28/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",5,0,1825.64,"2/13/20",67,65,2,69,57,136,NA,1,"was left out at room temperature for 24 hours 1 day after wasp emergence","27 immature 2nds, counted in num_unem. lots of 1sts, at least 10-15. some 2nds looked stuck in cuticle",24,0,28,28,31,35,NA,NA,NA,0,0,39,44,0,0,4,7,11,NA,15,NA,11,16,0.492647058823529,0.419117647058824,15,"em",1618.13,11
103,"para","0","end",30,"1/24/20",NA,"1/28/20",1,NA,"1/28/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",5,0,1825.64,"2/13/20",67,65,2,69,57,136,NA,1,"was left out at room temperature for 24 hours 1 day after wasp emergence","27 immature 2nds, counted in num_unem. lots of 1sts, at least 10-15. some 2nds looked stuck in cuticle",24,0,28,28,31,35,NA,NA,NA,0,0,39,44,0,0,4,7,11,NA,15,NA,11,16,0.492647058823529,0.419117647058824,15,"em",1825.64,15
104,"para","10","3",30,"1/24/20",NA,"1/28/20",2,NA,"1/28/20","2/1/20","2/5/20","2/12/20",5357.97,NA,NA,NA,NA,"2/16/20",5029.28,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. almost dead before p5.2, weighed and culled early 2/16/20",NA,24,0,28,28,32,36,43,NA,NA,47,0,0,NA,0,0,4,8,12,NA,NA,23,NA,NA,0,0,23,"cull",62.98,4
104,"para","10","4",30,"1/24/20",NA,"1/28/20",2,NA,"1/28/20","2/1/20","2/5/20","2/12/20",5357.97,NA,NA,NA,NA,"2/16/20",5029.28,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. almost dead before p5.2, weighed and culled early 2/16/20",NA,24,0,28,28,32,36,43,NA,NA,47,0,0,NA,0,0,4,8,12,NA,NA,23,NA,NA,0,0,23,"cull",388.82,8
104,"para","10","5",30,"1/24/20",NA,"1/28/20",2,NA,"1/28/20","2/1/20","2/5/20","2/12/20",5357.97,NA,NA,NA,NA,"2/16/20",5029.28,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. almost dead before p5.2, weighed and culled early 2/16/20",NA,24,0,28,28,32,36,43,NA,NA,47,0,0,NA,0,0,4,8,12,NA,NA,23,NA,NA,0,0,23,"cull",1739.22,12
104,"para","10","end",30,"1/24/20",NA,"1/28/20",2,NA,"1/28/20","2/1/20","2/5/20","2/12/20",5357.97,NA,NA,NA,NA,"2/16/20",5029.28,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. almost dead before p5.2, weighed and culled early 2/16/20",NA,24,0,28,28,32,36,43,NA,NA,47,0,0,NA,0,0,4,8,12,NA,NA,23,NA,NA,0,0,23,"cull",5029.28,23
105,"control","0","3",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",9581.33,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,31,35,NA,NA,NA,0,38,0,NA,0,0,4,6,10,13,NA,NA,NA,NA,0,0,13,"wand",68.19,4
105,"control","0","4",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",9581.33,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,31,35,NA,NA,NA,0,38,0,NA,0,0,4,6,10,13,NA,NA,NA,NA,0,0,13,"wand",220.28,6
105,"control","0","5",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",9581.33,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,31,35,NA,NA,NA,0,38,0,NA,0,0,4,6,10,13,NA,NA,NA,NA,0,0,13,"wand",3616.65,10
105,"control","0","end",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",9581.33,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,31,35,NA,NA,NA,0,38,0,NA,0,0,4,6,10,13,NA,NA,NA,NA,0,0,13,"wand",9581.33,13
106,"control","10","3",30,"1/25/20",NA,NA,NA,NA,"1/29/20","2/1/20","2/5/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/12/20",8617.27,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,25,0,NA,29,32,36,NA,NA,NA,0,43,0,NA,0,0,4,7,11,18,NA,NA,NA,NA,0,0,18,"wand",44.34,4
106,"control","10","4",30,"1/25/20",NA,NA,NA,NA,"1/29/20","2/1/20","2/5/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/12/20",8617.27,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,25,0,NA,29,32,36,NA,NA,NA,0,43,0,NA,0,0,4,7,11,18,NA,NA,NA,NA,0,0,18,"wand",281.04,7
106,"control","10","5",30,"1/25/20",NA,NA,NA,NA,"1/29/20","2/1/20","2/5/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/12/20",8617.27,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,25,0,NA,29,32,36,NA,NA,NA,0,43,0,NA,0,0,4,7,11,18,NA,NA,NA,NA,0,0,18,"wand",1710.65,11
106,"control","10","end",30,"1/25/20",NA,NA,NA,NA,"1/29/20","2/1/20","2/5/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/12/20",8617.27,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from all prolegs",NA,25,0,NA,29,32,36,NA,NA,NA,0,43,0,NA,0,0,4,7,11,18,NA,NA,NA,NA,0,0,18,"wand",8617.27,18
107,"para","0","3",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/1/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",5,0,NA,"2/13/20",71,62,9,21,55,92,NA,1,"was left out at room temperature for 24 hours immediately after wasp emergence",NA,25,0,29,29,32,35,NA,NA,NA,0,0,39,44,0,0,4,7,10,NA,14,NA,10,15,0.771739130434783,0.597826086956522,14,"em",51.67,4
107,"para","0","4",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/1/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",5,0,NA,"2/13/20",71,62,9,21,55,92,NA,1,"was left out at room temperature for 24 hours immediately after wasp emergence",NA,25,0,29,29,32,35,NA,NA,NA,0,0,39,44,0,0,4,7,10,NA,14,NA,10,15,0.771739130434783,0.597826086956522,14,"em",141.25,7
107,"para","0","5",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/1/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",5,0,NA,"2/13/20",71,62,9,21,55,92,NA,1,"was left out at room temperature for 24 hours immediately after wasp emergence",NA,25,0,29,29,32,35,NA,NA,NA,0,0,39,44,0,0,4,7,10,NA,14,NA,10,15,0.771739130434783,0.597826086956522,14,"em",854.46,10
107,"para","0","end",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/1/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/8/20",5,0,NA,"2/13/20",71,62,9,21,55,92,NA,1,"was left out at room temperature for 24 hours immediately after wasp emergence",NA,25,0,29,29,32,35,NA,NA,NA,0,0,39,44,0,0,4,7,10,NA,14,NA,10,15,0.771739130434783,0.597826086956522,14,"em",NA,14
108,"para","10","3",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/1/20","2/5/20","2/12/20",10022.96,"2/19/20",10612.72,NA,NA,NA,NA,NA,"2/19/20",10612.72,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered at p5.2 (2/19/20). Frozen at -80 for future analyses",NA,25,0,29,29,32,36,43,50,NA,0,50,0,NA,0,0,4,7,11,25,NA,NA,NA,NA,0,0,25,"wand",36.92,4
108,"para","10","4",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/1/20","2/5/20","2/12/20",10022.96,"2/19/20",10612.72,NA,NA,NA,NA,NA,"2/19/20",10612.72,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered at p5.2 (2/19/20). Frozen at -80 for future analyses",NA,25,0,29,29,32,36,43,50,NA,0,50,0,NA,0,0,4,7,11,25,NA,NA,NA,NA,0,0,25,"wand",174.88,7
108,"para","10","5",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/1/20","2/5/20","2/12/20",10022.96,"2/19/20",10612.72,NA,NA,NA,NA,NA,"2/19/20",10612.72,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered at p5.2 (2/19/20). Frozen at -80 for future analyses",NA,25,0,29,29,32,36,43,50,NA,0,50,0,NA,0,0,4,7,11,25,NA,NA,NA,NA,0,0,25,"wand",1186.61,11
108,"para","10","end",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/1/20","2/5/20","2/12/20",10022.96,"2/19/20",10612.72,NA,NA,NA,NA,NA,"2/19/20",10612.72,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs. wandered at p5.2 (2/19/20). Frozen at -80 for future analyses",NA,25,0,29,29,32,36,43,50,NA,0,50,0,NA,0,0,4,7,11,25,NA,NA,NA,NA,0,0,25,"wand",10612.72,25
109,"control","0","3",30,"1/25/20",NA,NA,NA,NA,"1/29/20","2/1/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",11844.7,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,32,35,NA,NA,NA,0,38,0,NA,0,0,4,7,10,13,NA,NA,NA,NA,0,0,13,"wand",37.79,4
109,"control","0","4",30,"1/25/20",NA,NA,NA,NA,"1/29/20","2/1/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",11844.7,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,32,35,NA,NA,NA,0,38,0,NA,0,0,4,7,10,13,NA,NA,NA,NA,0,0,13,"wand",652.51,7
109,"control","0","5",30,"1/25/20",NA,NA,NA,NA,"1/29/20","2/1/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",11844.7,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,32,35,NA,NA,NA,0,38,0,NA,0,0,4,7,10,13,NA,NA,NA,NA,0,0,13,"wand",3686.98,10
109,"control","0","end",30,"1/25/20",NA,NA,NA,NA,"1/29/20","2/1/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",11844.7,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,32,35,NA,NA,NA,0,38,0,NA,0,0,4,7,10,13,NA,NA,NA,NA,0,0,13,"wand",11844.7,13
110,"control","10","3",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/18/20",3357.48,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,25,0,NA,29,31,35,NA,NA,NA,0,49,0,NA,0,0,4,6,10,24,NA,NA,NA,NA,0,0,24,"wand",64.41,4
110,"control","10","4",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/18/20",3357.48,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,25,0,NA,29,31,35,NA,NA,NA,0,49,0,NA,0,0,4,6,10,24,NA,NA,NA,NA,0,0,24,"wand",187.51,6
110,"control","10","5",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/18/20",3357.48,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,25,0,NA,29,31,35,NA,NA,NA,0,49,0,NA,0,0,4,6,10,24,NA,NA,NA,NA,0,0,24,"wand",1244.73,10
110,"control","10","end",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/18/20",3357.48,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"did not shed fully at molt to 5th, removed cuticle from 4th-6th prolegs",NA,25,0,NA,29,31,35,NA,NA,NA,0,49,0,NA,0,0,4,6,10,24,NA,NA,NA,NA,0,0,24,"wand",3357.48,24
111,"para","0","3",30,"1/25/20",NA,"1/29/20",2,NA,"1/29/20","2/2/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",4,0,795.61,"2/11/20",33,31,2,1,30,34,NA,NA,NA,NA,25,0,29,29,33,NA,NA,NA,NA,0,0,38,42,0,NA,4,8,NA,NA,13,NA,9,13,0.970588235294118,0.882352941176471,13,"em",66.26,4
111,"para","0","4",30,"1/25/20",NA,"1/29/20",2,NA,"1/29/20","2/2/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",4,0,795.61,"2/11/20",33,31,2,1,30,34,NA,NA,NA,NA,25,0,29,29,33,NA,NA,NA,NA,0,0,38,42,0,NA,4,8,NA,NA,13,NA,9,13,0.970588235294118,0.882352941176471,13,"em",194.44,8
111,"para","0","5",30,"1/25/20",NA,"1/29/20",2,NA,"1/29/20","2/2/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",4,0,795.61,"2/11/20",33,31,2,1,30,34,NA,NA,NA,NA,25,0,29,29,33,NA,NA,NA,NA,0,0,38,42,0,NA,4,8,NA,NA,13,NA,9,13,0.970588235294118,0.882352941176471,13,"em",NA,NA
111,"para","0","end",30,"1/25/20",NA,"1/29/20",2,NA,"1/29/20","2/2/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",4,0,795.61,"2/11/20",33,31,2,1,30,34,NA,NA,NA,NA,25,0,29,29,33,NA,NA,NA,NA,0,0,38,42,0,NA,4,8,NA,NA,13,NA,9,13,0.970588235294118,0.882352941176471,13,"em",795.61,13
112,"para","10","3",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/2/20","2/7/20","2/14/20",2371.31,"2/21/20",1435.3,NA,NA,"2/25/20",1189.87,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"head capsule damaged at ovp. molted to 6th 2/17/20. mass: 1857.85. did not molt well, could not remove cuticle over whole body. . sickly on 2/25/20. culled early",NA,25,0,29,29,33,38,45,52,NA,56,0,0,NA,0,0,4,8,13,NA,NA,31,NA,NA,0,0,31,"cull",41.03,4
112,"para","10","4",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/2/20","2/7/20","2/14/20",2371.31,"2/21/20",1435.3,NA,NA,"2/25/20",1189.87,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"head capsule damaged at ovp. molted to 6th 2/17/20. mass: 1857.85. did not molt well, could not remove cuticle over whole body. . sickly on 2/25/20. culled early",NA,25,0,29,29,33,38,45,52,NA,56,0,0,NA,0,0,4,8,13,NA,NA,31,NA,NA,0,0,31,"cull",78.91,8
112,"para","10","5",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/2/20","2/7/20","2/14/20",2371.31,"2/21/20",1435.3,NA,NA,"2/25/20",1189.87,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"head capsule damaged at ovp. molted to 6th 2/17/20. mass: 1857.85. did not molt well, could not remove cuticle over whole body. . sickly on 2/25/20. culled early",NA,25,0,29,29,33,38,45,52,NA,56,0,0,NA,0,0,4,8,13,NA,NA,31,NA,NA,0,0,31,"cull",692,13
112,"para","10","end",30,"1/25/20",NA,"1/29/20",1,NA,"1/29/20","2/2/20","2/7/20","2/14/20",2371.31,"2/21/20",1435.3,NA,NA,"2/25/20",1189.87,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,"head capsule damaged at ovp. molted to 6th 2/17/20. mass: 1857.85. did not molt well, could not remove cuticle over whole body. . sickly on 2/25/20. culled early",NA,25,0,29,29,33,38,45,52,NA,56,0,0,NA,0,0,4,8,13,NA,NA,31,NA,NA,0,0,31,"cull",1189.87,31
113,"control","0","3",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",10380.05,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,31,35,NA,NA,NA,0,38,0,NA,0,0,4,6,10,13,NA,NA,NA,NA,0,0,13,"wand",51.95,4
113,"control","0","4",30,"1/25/20",NA,NA,NA,NA,"1/29/20","1/31/20","2/4/20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2/7/20",10380.05,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,25,0,NA,29,31,35,NA,NA,NA,0,38,0,NA,0,0,4,6,10,13,NA,NA,NA,NA,0,0,13,"wand",205.96,6
