"bug.id","temp.avg","temp.var","treatment","mass.3","mass.4","mass.5","mass.wand","mass.48em","num.ovp","suc.ovp","instar.em","bled.em","num.em","num.coc","num.fail.spin","num.ecl","num.unem","load","date.hatch.j","date.died.j","date.3.j","date.4.j","date.5.j","date.wand.j","date.ovp.j","date.em.j","date.ecl.j","ttecl","ttem.w","ps.em","ps.ecl","tt3","tt4","tt5","ttwand","ttem.h","diet","ttend","mass.end","died","died.bf5","date.cull.j","mass.cull","left_out","ttcull","mongo","end.class","expt","keep"
"30.0_p_6",30,0,"para",31.32,143.54,561.84,NA,1909.47,2,1,5,0,2,0,2,0,165,167,204,0,207,211,215,0,207,221,NA,NA,14,0.0119760479041916,0,3,7,11,NA,17,"tob",17,1909.47,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_7",30,0,"para",36.52,129.89,772.35,NA,2306.05,1,1,5,0,61,40,21,35,81,142,204,0,207,211,215,0,207,219,224,17,12,0.429577464788732,0.246478873239437,3,7,11,NA,15,"tob",15,2306.05,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_8",30,0,"para",39.9,237.89,804.86,NA,2801.51,1,1,5,0,15,11,4,9,127,142,204,0,207,211,214,0,207,219,223,16,12,0.105633802816901,0.0633802816901408,3,7,10,NA,15,"tob",15,2801.51,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_9",30,0,"para",48.08,297.4,823.78,NA,2425.05,1,1,5,0,16,13,3,13,99,115,204,0,207,211,214,0,207,218,223,16,11,0.139130434782609,0.11304347826087,3,7,10,NA,14,"tob",14,2425.05,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_10",30,0,"para",30.13,96.11,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,214,207,212,0,0,207,0,NA,NA,NA,0,0,3,8,NA,NA,NA,"tob",10,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_11",30,0,"para",29.02,185.9,479.23,NA,1013.35,1,1,5,1,28,17,11,16,31,59,204,0,207,211,214,0,207,218,223,16,11,0.474576271186441,0.271186440677966,3,7,10,NA,14,"tob",14,1013.35,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_12",30,0,"para",31.07,248.68,463.77,NA,1336.83,1,1,5,1,12,3,9,2,73,85,204,0,207,211,214,0,207,218,222,15,11,0.141176470588235,0.0235294117647059,3,7,10,NA,14,"tob",14,1336.83,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_13",30,0,"para",28.96,143.66,931.11,6485.09,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,204,0,207,211,215,220,207,0,NA,NA,NA,NA,NA,3,7,11,16,NA,"tob",16,6485.09,0,0,NA,NA,NA,NA,0,"wand","orig",1
"30.0_p_14",30,0,"para",26.95,98.02,726.82,NA,2226.88,1,1,5,0,12,2,10,2,134,146,204,0,207,211,215,0,207,220,224,17,13,0.0821917808219178,0.0136986301369863,3,7,11,NA,16,"tob",16,2226.88,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_15",30,0,"para",57.22,143.08,437.36,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,218,208,211,216,0,208,0,NA,NA,NA,0,0,4,7,12,NA,NA,"tob",14,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_16",30,0,"para",30.21,148.72,718.44,NA,2357.84,1,1,5,0,22,5,17,4,108,130,204,0,208,211,215,0,208,220,224,16,12,0.169230769230769,0.0307692307692308,4,7,11,NA,16,"tob",16,2357.84,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_17",30,0,"para",61.38,199.13,1230.79,NA,2130.58,1,1,5,0,24,20,4,17,25,49,204,0,208,211,215,0,208,219,223,15,11,0.489795918367347,0.346938775510204,4,7,11,NA,15,"tob",15,2130.58,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_18",30,0,"para",59.41,360.66,724.83,NA,2491.55,1,1,5,0,4,0,4,0,80,84,204,0,208,211,214,0,208,218,NA,NA,10,0.0476190476190476,0,4,7,10,NA,14,"tob",14,2491.55,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_19",30,0,"para",34.42,83.72,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,219,208,212,0,0,208,0,NA,NA,NA,0,0,4,8,NA,NA,NA,"tob",15,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_20",30,0,"para",54.08,89.57,219.21,NA,744.91,1,1,5,0,5,3,2,3,64,69,204,0,208,211,216,0,208,222,226,18,14,0.072463768115942,0.0434782608695652,4,7,12,NA,18,"tob",18,744.91,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_21",30,0,"para",52.53,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,209,208,NA,0,0,208,0,NA,NA,NA,0,0,4,NA,NA,NA,NA,"tob",5,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_22",30,0,"para",72.97,212.14,2076.92,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,239,208,210,214,0,208,0,NA,NA,NA,0,0,4,6,10,NA,NA,"tob",35,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_23",30,0,"para",55.71,296.93,1085.64,NA,3483.03,2,1,5,0,4,2,2,2,176,180,204,0,208,211,214,0,208,219,223,15,11,0.0222222222222222,0.0111111111111111,4,7,10,NA,15,"tob",15,3483.03,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_24",30,0,"para",56.48,154.82,1932.52,NA,5382.58,2,1,5,0,44,35,9,31,219,263,204,0,208,210,214,0,208,218,223,15,10,0.167300380228137,0.11787072243346,4,6,10,NA,14,"tob",14,5382.58,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_25",30,0,"para",53.53,515.93,899.75,NA,2685.98,1,1,5,0,46,23,23,19,111,157,204,0,208,211,214,0,208,219,223,15,11,0.292993630573248,0.121019108280255,4,7,10,NA,15,"tob",15,2685.98,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_26",30,0,"para",77.44,238.97,1711.02,NA,3548.51,1,1,5,0,8,3,5,3,77,85,204,0,208,210,214,0,208,218,222,14,10,0.0941176470588235,0.0352941176470588,4,6,10,NA,14,"tob",14,3548.51,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_27",30,0,"para",41.92,400.81,1280.45,NA,3506.62,1,1,5,0,0,0,0,0,112,112,204,0,208,211,214,0,208,218,NA,NA,10,0,0,4,7,10,NA,14,"tob",14,3506.62,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_28",30,0,"para",32.19,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,213,208,NA,0,0,208,0,NA,NA,NA,0,0,4,NA,NA,NA,NA,"tob",9,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_29",30,0,"para",31.15,106.05,NA,NA,366.41,1,1,4,1,10,8,2,8,14,24,211,0,214,219,0,0,214,225,229,15,11,0.416666666666667,0.333333333333333,3,8,NA,NA,14,"tob",14,366.41,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_30",30,0,"para",49.13,320.28,864.64,NA,2181.22,1,1,5,0,3,0,3,0,105,108,211,0,214,218,221,0,214,226,NA,NA,12,0.0277777777777778,0,3,7,10,NA,15,"tob",15,2181.22,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_31",30,0,"para",34.96,129.68,1062.89,NA,3418.07,1,1,5,0,23,10,13,6,102,125,211,0,214,217,221,0,214,226,230,16,12,0.184,0.048,3,6,10,NA,15,"tob",15,3418.07,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_32",30,0,"para",34.68,122.71,831.96,NA,2750.18,1,1,5,0,26,10,16,7,117,143,211,0,214,217,221,0,214,225,230,16,11,0.181818181818182,0.048951048951049,3,6,10,NA,14,"tob",14,2750.18,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_33",30,0,"para",36.46,69.95,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,221,214,220,0,0,214,0,NA,NA,NA,0,0,3,9,NA,NA,NA,"tob",10,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_34",30,0,"para",49.32,180.75,1099.87,NA,2976.59,1,1,5,0,5,2,3,2,65,70,211,0,214,217,221,0,214,226,230,16,12,0.0714285714285714,0.0285714285714286,3,6,10,NA,15,"tob",15,2976.59,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_35",30,0,"para",49.71,80.22,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,211,221,214,220,0,0,214,0,NA,NA,NA,0,0,3,9,NA,NA,NA,"tob",10,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_36",30,0,"para",47.4,218.2,1352.42,NA,3228.58,1,1,5,0,12,2,10,1,63,75,211,0,214,218,222,0,214,226,232,18,12,0.16,0.0133333333333333,3,7,11,NA,15,"tob",15,3228.58,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_37",30,0,"para",33.77,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,219,214,NA,0,0,214,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",8,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_38",30,0,"para",37.1,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,219,214,NA,0,0,214,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",8,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_39",30,0,"para",48.74,119.29,761.52,NA,2304.51,1,1,5,0,0,0,0,0,56,56,211,0,214,217,221,0,214,226,NA,NA,12,0,0,3,6,10,NA,15,"tob",15,2304.51,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_40",30,0,"para",82.08,96.65,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,223,215,218,0,0,215,0,NA,NA,NA,0,0,4,7,NA,NA,NA,"tob",12,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_41",30,0,"para",68.84,64.35,NA,NA,3856.89,2,1,5,0,32,23,9,6,62,94,211,219,215,218,0,0,215,226,230,15,11,0.340425531914894,0.0638297872340425,4,7,NA,NA,15,"tob",8,3856.89,1,1,NA,NA,NA,NA,0,"em","orig",0
"30.0_p_42",30,0,"para",61.14,389.93,1541.36,NA,3892.01,1,1,5,0,27,15,12,11,101,128,211,0,215,218,221,0,215,225,230,15,10,0.2109375,0.0859375,4,7,10,NA,14,"tob",14,3892.01,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_43",30,0,"para",36.53,260.65,785.41,NA,2082.88,1,1,5,0,18,12,6,10,0,18,211,0,215,218,221,0,215,225,229,14,10,1,0.555555555555556,4,7,10,NA,14,"tob",14,2082.88,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_44",30,0,"para",76.99,133.77,336.64,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,226,215,218,224,0,215,0,NA,NA,NA,0,0,4,7,13,NA,NA,"tob",15,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_45",30,0,"para",63.48,278.57,686.77,NA,3128.09,1,1,5,0,4,3,1,1,148,152,211,0,215,219,223,0,215,228,233,18,13,0.0263157894736842,0.00657894736842105,4,8,12,NA,17,"tob",17,3128.09,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_46",30,0,"para",68.1,198.23,2111.23,9186.85,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,211,0,215,217,221,224,215,0,NA,NA,NA,NA,NA,4,6,10,13,NA,"tob",13,9186.85,0,0,NA,NA,NA,NA,0,"wand","orig",1
"30.0_p_47",30,0,"para",30.11,NA,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,211,216,215,NA,0,0,215,0,NA,NA,NA,0,0,4,NA,NA,NA,NA,"tob",5,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_48",30,0,"para",56.41,157.24,787.92,NA,2527.06,1,1,5,0,36,23,13,21,69,105,214,0,217,221,225,0,217,229,233,16,12,0.342857142857143,0.2,3,7,11,NA,15,"tob",15,2527.06,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_49",30,0,"para",38.92,181.55,1113.91,NA,3282.21,1,1,5,0,1,1,0,1,120,121,214,0,217,220,224,0,217,228,232,15,11,0.00826446280991736,0.00826446280991736,3,6,10,NA,14,"tob",14,3282.21,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_50",30,0,"para",39.97,161.53,700.12,NA,2370.24,1,1,5,0,1,0,1,0,101,102,214,0,217,220,225,0,217,230,NA,NA,13,0.00980392156862745,0,3,6,11,NA,16,"tob",16,2370.24,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_51",30,0,"para",36.23,206.07,957.33,NA,NA,1,1,5,1,30,25,5,19,58,88,214,0,217,220,224,0,217,229,232,15,12,0.340909090909091,0.215909090909091,3,6,10,NA,15,"tob",15,NA,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_52",30,0,"para",45.32,132.16,581.67,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,214,262,217,220,224,0,217,0,NA,NA,NA,0,0,3,6,10,NA,NA,"tob",48,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.0_p_53",30,0,"para",55.66,412.55,1451.91,NA,3859.46,1,1,5,0,22,16,6,13,114,136,214,0,217,221,224,0,217,228,232,15,11,0.161764705882353,0.0955882352941176,3,7,10,NA,14,"tob",14,3859.46,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.0_p_54",30,0,"para",64.26,281.52,723.52,NA,2403.68,1,1,5,0,24,21,3,19,103,127,214,0,217,221,224,0,217,228,232,15,11,0.188976377952756,0.149606299212598,3,7,10,NA,14,"tob",14,2403.68,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_1",30,5,"para",40.34,131.51,496.94,NA,2047.36,1,1,5,0,3,2,1,0,122,125,204,0,207,211,214,0,207,219,NA,NA,12,0.024,0,3,7,10,NA,15,"tob",15,2047.36,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_2",30,5,"para",33.93,97.73,386.37,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,218,207,211,216,0,207,0,NA,NA,NA,0,0,3,7,12,NA,NA,"tob",14,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_3",30,5,"para",34.33,140.54,606.01,NA,1884.61,1,1,5,0,6,3,3,2,125,131,204,0,207,210,214,0,207,220,225,18,13,0.0458015267175573,0.0152671755725191,3,6,10,NA,16,"tob",16,1884.61,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_4",30,5,"para",36.8,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,210,207,NA,0,0,207,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",6,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_5",30,5,"para",27.29,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,211,207,NA,0,0,207,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",7,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_6",30,5,"para",29.64,59.99,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,204,213,207,212,0,0,207,0,NA,NA,NA,0,0,3,8,NA,NA,NA,"tob",9,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_7",30,5,"para",24.87,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,209,207,NA,0,0,207,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",5,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_8",30,5,"para",30.76,153.91,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,217,207,211,0,0,207,0,NA,NA,NA,0,0,3,7,NA,NA,NA,"tob",13,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_9",30,5,"para",36.58,74.37,188.33,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,219,207,211,217,0,207,0,NA,NA,NA,0,0,3,7,13,NA,NA,"tob",15,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_10",30,5,"para",29.35,50.51,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,214,207,213,0,0,207,0,NA,NA,NA,0,0,3,9,NA,NA,NA,"tob",10,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_11",30,5,"para",35.62,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,214,207,NA,0,0,207,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",10,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_12",30,5,"para",28.95,114.34,886.14,NA,2071.46,1,1,5,0,42,37,5,31,39,81,204,0,207,211,215,0,207,219,NA,NA,12,0.518518518518518,0.382716049382716,3,7,11,NA,15,"tob",15,2071.46,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_13",30,5,"para",42.75,84.29,345.89,NA,1732.77,1,1,5,0,2,0,2,0,127,129,204,0,207,211,217,0,207,224,NA,NA,17,0.0155038759689922,0,3,7,13,NA,20,"tob",20,1732.77,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_14",30,5,"para",55.51,136.17,405.45,NA,525.37,1,1,5,1,6,6,0,1,41,47,204,0,208,213,217,0,208,224,229,21,16,0.127659574468085,0.0212765957446809,4,9,13,NA,20,"tob",20,525.37,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_15",30,5,"para",30.01,75.93,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,217,208,212,0,0,208,0,NA,NA,NA,0,0,4,8,NA,NA,NA,"tob",13,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_16",30,5,"para",54.31,208.66,1731.11,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,204,241,208,210,214,0,208,0,NA,NA,NA,0,0,4,6,10,NA,NA,"tob",37,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_17",30,5,"para",57.97,439.53,NA,NA,4669.79,1,1,5,0,28,23,5,18,162,190,204,0,208,211,0,0,208,219,223,15,11,0.147368421052632,0.0947368421052632,4,7,NA,NA,15,"tob",15,4669.79,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_18",30,5,"para",55.18,129.21,440.87,NA,1601.6,1,1,5,0,26,24,2,18,88,114,204,0,208,211,217,0,208,223,228,20,15,0.228070175438596,0.157894736842105,4,7,13,NA,19,"tob",19,1601.6,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_19",30,5,"para",63.72,154.87,658.54,NA,2442.5,1,1,5,0,22,16,6,14,89,111,204,0,208,211,215,0,208,220,225,17,12,0.198198198198198,0.126126126126126,4,7,11,NA,16,"tob",16,2442.5,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_20",30,5,"para",46.16,159.96,1276.07,NA,2965.84,1,1,5,0,14,6,8,5,91,105,204,0,208,211,215,0,208,219,224,16,11,0.133333333333333,0.0476190476190476,4,7,11,NA,15,"tob",15,2965.84,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_21",30,5,"para",58.95,179.92,892.66,NA,2309.85,1,1,5,0,7,2,5,2,59,66,204,0,208,211,215,0,208,220,224,16,12,0.106060606060606,0.0303030303030303,4,7,11,NA,16,"tob",16,2309.85,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_22",30,5,"para",64.21,555.49,1847.79,NA,4590.7,2,1,5,1,1,0,1,0,268,269,204,0,208,211,214,0,208,220,NA,NA,12,0.00371747211895911,0,4,7,10,NA,16,"tob",16,4590.7,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_23",30,5,"para",86.55,706.64,1943.55,NA,5306.68,1,1,5,0,2,1,1,1,121,123,204,0,208,211,215,0,208,219,250,42,11,0.016260162601626,0.00813008130081301,4,7,11,NA,15,"tob",15,5306.68,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_24",30,5,"para",58.71,230.51,1263.16,NA,4647.62,2,1,5,0,5,4,1,2,224,229,204,0,208,210,214,0,208,220,225,17,12,0.0218340611353712,0.00873362445414847,4,6,10,NA,16,"tob",16,4647.62,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_25",30,5,"para",86.54,170.33,1025.45,NA,1733.1,1,1,5,0,16,10,6,9,18,34,204,0,208,210,214,0,208,219,224,16,11,0.470588235294118,0.264705882352941,4,6,10,NA,15,"tob",15,1733.1,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_26",30,5,"para",46.47,318.46,NA,NA,NA,1,1,4,1,37,20,17,17,58,95,204,0,208,214,0,0,208,220,224,16,12,0.389473684210526,0.178947368421053,4,10,NA,NA,16,"tob",16,NA,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_27",30,5,"para",70.11,316.54,1016.85,NA,3086.61,1,1,5,0,15,10,5,8,85,100,204,0,208,211,214,0,208,220,224,16,12,0.15,0.08,4,7,10,NA,16,"tob",16,3086.61,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_28",30,5,"para",26.46,144.71,820.09,NA,4023.52,1,1,5,1,14,6,8,5,259,273,205,0,208,211,214,0,208,220,224,16,12,0.0512820512820513,0.0183150183150183,3,6,9,NA,15,"tob",15,4023.52,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_29",30,5,"para",55.18,177.44,2219.15,9692.83,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,205,0,209,211,215,218,209,0,NA,NA,NA,NA,NA,4,6,10,13,NA,"tob",13,9692.83,0,0,NA,NA,NA,NA,0,"wand","orig",1
"30.5_p_31",30,5,"para",33.83,82.16,285.35,NA,1788.56,1,1,5,0,5,3,2,3,122,127,211,0,214,218,223,0,214,231,235,21,17,0.0393700787401575,0.0236220472440945,3,7,12,NA,20,"tob",20,1788.56,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_32",30,5,"para",33.08,98.67,683.73,NA,1984.2,1,1,5,0,30,21,9,11,57,87,211,0,214,220,225,0,214,230,234,20,16,0.344827586206897,0.126436781609195,3,9,14,NA,19,"tob",19,1984.2,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_33",30,5,"para",49.29,121.05,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,222,214,220,0,0,214,0,NA,NA,NA,0,0,3,9,NA,NA,NA,"tob",11,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_34",30,5,"para",44.34,144.11,469.28,NA,2872.25,1,1,5,0,26,18,8,9,145,171,211,0,214,217,221,0,214,227,232,18,13,0.152046783625731,0.0526315789473684,3,6,10,NA,16,"tob",16,2872.25,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_35",30,5,"para",36.28,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,216,214,NA,0,0,214,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",5,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_36",30,5,"para",27.15,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,218,214,NA,0,0,214,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",7,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_37",30,5,"para",38.95,112.46,561.19,NA,1885.82,1,1,5,1,18,11,7,6,52,70,211,0,214,217,222,0,214,227,232,18,13,0.257142857142857,0.0857142857142857,3,6,11,NA,16,"tob",16,1885.82,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_38",30,5,"para",34.67,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,217,214,NA,0,0,214,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"tob",6,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_39",30,5,"para",33.2,136.65,456.44,NA,2086.25,1,1,5,0,34,28,6,12,96,130,211,0,214,218,222,0,214,228,233,19,14,0.261538461538462,0.0923076923076923,3,7,11,NA,17,"tob",17,2086.25,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_40",30,5,"para",87.63,436.06,1164.84,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,227,215,218,221,0,215,0,NA,NA,NA,0,0,4,7,10,NA,NA,"tob",16,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_41",30,5,"para",60.19,166.77,1219.58,NA,3822.02,1,1,5,0,36,30,6,6,110,146,211,0,215,217,221,0,215,226,230,15,11,0.246575342465753,0.0410958904109589,4,6,10,NA,15,"tob",15,3822.02,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_42",30,5,"para",65.06,142.75,650.93,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,246,215,217,221,0,215,0,NA,NA,NA,0,0,4,6,10,NA,NA,"tob",35,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_43",30,5,"para",69.86,338.08,813.72,NA,2032.03,1,1,5,0,23,19,4,5,23,46,211,0,215,218,221,0,215,226,231,16,11,0.5,0.108695652173913,4,7,10,NA,15,"tob",15,2032.03,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_44",30,5,"para",68.73,142.51,339.62,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,211,226,215,218,224,0,215,0,NA,NA,NA,0,0,4,7,13,NA,NA,"tob",15,NA,1,0,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_45",30,5,"para",97.01,162.77,743.81,NA,1683.38,1,1,5,0,23,19,4,8,24,47,211,0,215,217,222,0,215,227,232,17,12,0.48936170212766,0.170212765957447,4,6,11,NA,16,"tob",16,1683.38,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_46",30,5,"para",65.33,112.47,NA,NA,NA,2,NA,NA,NA,0,0,0,0,0,0,211,221,215,219,0,0,215,0,NA,NA,NA,0,0,4,8,NA,NA,NA,"tob",10,NA,1,1,NA,NA,NA,NA,0,"dead","orig",0
"30.5_p_47",30,5,"para",76.63,151.2,565.19,NA,1271.81,1,1,5,0,5,5,0,0,29,34,211,0,215,219,223,0,215,229,NA,NA,14,0.147058823529412,0,4,8,12,NA,18,"tob",18,1271.81,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_48",30,5,"para",38.59,151.94,NA,NA,2466.1,1,1,5,0,34,32,2,26,52,86,214,0,217,221,0,0,217,229,234,17,12,0.395348837209302,0.302325581395349,3,7,NA,NA,15,"tob",15,2466.1,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_49",30,5,"para",52.5,111.9,533.99,NA,2395.48,1,1,5,0,4,3,1,0,117,121,214,0,217,222,227,0,217,232,NA,NA,15,0.0330578512396694,0,3,8,13,NA,18,"tob",18,2395.48,0,0,NA,NA,NA,NA,0,"em","orig",1
"30.5_p_50",30,5,"para",57.58,386.98,1444.24,NA,3097.38,1,1,5,1,17,6,11,3,94,111,214,0,217,221,224,0,217,229,233,16,12,0.153153153153153,0.027027027027027,3,7,10,NA,15,"tob",15,3097.38,0,0,NA,NA,NA,NA,0,"em","orig",1
