"bug.id","temp.avg","temp.var","treatment","mass.3","mass.4","mass.5","mass.wand","mass.48em","num.ovp","suc.ovp","instar.em","bled.em","num.em","num.coc","num.fail.spin","num.ecl","num.unem","load","date.hatch.j","date.died.j","date.3.j","date.4.j","date.5.j","date.wand.j","date.ovp.j","date.em.j","date.ecl.j","ttecl","ttem.w","ps.em","ps.ecl","tt3","tt4","tt5","ttwand","ttem.h","diet","ttend","mass.end","died","died.bf5","date.cull.j","mass.cull","left_out","ttcull","mongo","end.class","expt","keep"
"35",30,0,"para",60.9,192.91,1521.25,NA,2817.37,1,NA,5,0,53,43,10,22,33,86,24,0,27,30,34,0,27,37,41,14,10,0.616279069767442,0.255813953488372,3,6,10,NA,13,"col",13,2817.37,0,0,0,NA,NA,NA,0,"em","repl",1
"36",30,10,"para",50.7,241.66,1429.51,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,30,34,0,27,0,NA,NA,NA,0,0,3,6,10,NA,NA,"col",31,10267.14,0,0,55,10267.14,NA,31,1,"cull","repl",1
"37",30,0,"control",58.32,289.94,3812.58,10160.66,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,34,NA,0,NA,NA,NA,0,0,3,5,8,10,NA,"col",10,10160.66,0,0,0,NA,NA,NA,0,"wand","repl",1
"38",30,10,"control",48.94,254.75,2758.97,10608.51,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,33,37,NA,0,NA,NA,NA,0,0,3,5,9,13,NA,"col",13,10608.51,0,0,0,NA,NA,NA,0,"wand","repl",1
"39",30,0,"para",52.63,302.15,2523.14,NA,4123.56,1,NA,5,0,70,52,18,44,37,107,24,0,27,30,34,0,27,37,NA,NA,10,0.654205607476635,0.411214953271028,3,6,10,NA,13,"col",13,4123.56,0,0,0,NA,NA,NA,0,"em","repl",1
"40",30,10,"para",60.68,231.03,3125.77,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,30,34,0,27,0,NA,NA,NA,0,0,3,6,10,NA,NA,"col",31,9426.34,0,0,55,9426.34,NA,31,1,"cull","repl",1
"41",30,0,"control",36.03,212.38,1709.2,10591.64,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,35,NA,0,NA,NA,NA,0,0,3,5,8,11,NA,"col",11,10591.64,0,0,0,NA,NA,NA,0,"wand","repl",1
"42",30,10,"control",33.7,185.8,2758.71,9310.86,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,33,37,NA,0,NA,NA,NA,0,0,3,5,9,13,NA,"col",13,9310.86,0,0,0,NA,NA,NA,0,"wand","repl",1
"43",30,0,"para",35.91,222.44,1703.7,NA,2957.79,1,NA,5,0,138,132,6,127,25,163,24,0,27,31,35,0,27,38,43,16,11,0.846625766871166,0.779141104294479,3,7,11,NA,14,"col",14,2957.79,0,0,0,NA,NA,NA,0,"em","repl",1
"44",30,10,"para",52.76,424.12,1451.38,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,32,38,0,27,0,NA,NA,NA,0,0,3,8,14,NA,NA,"col",35,6969.13,0,0,59,6969.13,NA,35,1,"cull","repl",1
"45",30,0,"control",43.05,160.71,1319.56,9849.35,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,35,NA,0,NA,NA,NA,0,0,3,5,8,11,NA,"col",11,9849.35,0,0,0,NA,NA,NA,0,"wand","repl",1
"46",30,10,"control",54.94,170.2,1866.37,9351.54,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,34,38,NA,0,NA,NA,NA,0,0,3,5,10,14,NA,"col",14,9351.54,0,0,0,NA,NA,NA,0,"wand","repl",1
"47",30,0,"para",48.04,162.34,1083.85,NA,3697.77,1,NA,5,0,121,102,19,89,136,257,24,0,27,30,34,0,27,38,42,15,11,0.470817120622568,0.346303501945525,3,6,10,NA,14,"col",14,3697.77,0,0,0,NA,NA,NA,0,"em","repl",1
"48",30,10,"para",54.31,358.08,919.77,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,32,35,0,27,0,NA,NA,NA,0,0,3,8,11,NA,NA,"col",32,5623.35,0,0,56,5623.35,NA,32,1,"cull","repl",1
"49",30,0,"control",59.31,253.4,1345.34,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,36,27,29,32,0,NA,0,NA,NA,NA,0,0,3,5,8,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,0,"dead","repl",0
"50",30,10,"control",47.91,498.9,1388.63,8539.89,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,30,33,38,NA,0,NA,NA,NA,0,0,3,6,9,14,NA,"col",14,8539.89,0,0,0,NA,NA,NA,0,"wand","repl",1
"51",30,0,"para",47.23,184.3,2453.42,NA,5204.41,2,NA,5,0,155,111,44,92,112,267,24,0,27,30,34,0,27,38,42,15,11,0.580524344569288,0.344569288389513,3,6,10,NA,14,"col",14,5204.41,0,0,0,NA,NA,NA,0,"em","repl",1
"52",30,10,"para",46.99,163.02,1135.28,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,30,34,0,27,0,NA,NA,NA,0,0,3,6,10,NA,NA,"col",31,8030.15,0,0,55,8030.15,NA,31,1,"cull","repl",1
"53",30,0,"control",54.34,258.02,3218.89,9570.57,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,29,32,35,NA,0,NA,NA,NA,0,0,3,5,8,11,NA,"col",11,9570.57,0,0,0,NA,NA,NA,0,"wand","repl",1
"54",30,10,"control",61.75,216.12,1067.18,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,41,27,29,33,0,NA,0,NA,NA,NA,0,0,3,5,9,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,0,"dead","repl",0
"55",30,0,"para",46.43,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,30,27,NA,NA,0,27,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,"col",NA,NA,1,1,0,NA,NA,NA,0,"dead","repl",0
"56",30,10,"para",49,420.28,842.39,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,27,32,35,0,27,0,NA,NA,NA,0,0,3,8,11,NA,NA,"col",24,2422.06,0,0,48,2422.06,NA,24,1,"cull","repl",1
"57",30,0,"para",48.01,210.17,2423.37,NA,4329.5,1,NA,5,0,113,104,9,73,90,203,24,0,27,30,34,0,27,37,41,14,10,0.556650246305419,0.359605911330049,3,6,10,NA,13,"col",13,4329.5,0,0,0,NA,NA,NA,0,"em","repl",1
"58",30,10,"para",40.1,376.55,728.27,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,43,27,32,35,0,27,0,NA,NA,NA,0,0,3,8,11,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"59",30,0,"control",40.58,286.3,2181.83,8946.13,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,33,36,NA,0,NA,NA,NA,0,0,4,6,9,12,NA,"col",12,8946.13,0,0,0,NA,NA,NA,0,"wand","repl",1
"60",30,10,"control",42.52,216.33,1776.6,10108.84,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,34,39,NA,0,NA,NA,NA,0,0,4,6,10,15,NA,"col",15,10108.84,0,0,0,NA,NA,NA,0,"wand","repl",1
"61",30,0,"para",54.58,196.16,1967.79,NA,4749.87,1,NA,5,0,122,111,11,94,89,211,24,0,28,30,34,0,28,38,41,13,10,0.578199052132701,0.445497630331754,4,6,10,NA,14,"col",14,4749.87,0,0,0,NA,NA,NA,0,"em","repl",1
"62",30,10,"para",62.1,163.88,1326.19,8736.76,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,31,35,46,28,0,NA,NA,NA,0,0,4,7,11,22,NA,"col",22,8736.76,0,0,0,NA,NA,NA,0,"wand","repl",1
"63",30,0,"control",45.94,248.96,2022.59,11007.87,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,33,36,NA,0,NA,NA,NA,0,0,4,6,9,12,NA,"col",12,11007.87,0,0,0,NA,NA,NA,0,"wand","repl",1
"64",30,10,"control",64.64,286.47,2120.43,12180.9,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,34,39,NA,0,NA,NA,NA,0,0,4,6,10,15,NA,"col",15,12180.9,0,0,0,NA,NA,NA,0,"wand","repl",1
"65",30,0,"para",56.35,222.29,2268.18,NA,5082.67,2,NA,5,0,67,60,7,54,146,213,24,0,28,30,34,0,28,38,41,13,10,0.314553990610329,0.253521126760563,4,6,10,NA,14,"col",14,5082.67,0,0,0,NA,NA,NA,0,"em","repl",1
"66",30,10,"para",43.22,687.19,1936.07,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,32,35,0,28,0,NA,NA,NA,0,0,4,8,11,NA,NA,"col",32,12389.51,0,0,56,12389.51,NA,32,1,"cull","repl",1
"67",30,0,"control",35.47,186.86,2119.96,9742.65,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,31,35,38,NA,0,NA,NA,NA,0,0,4,7,11,14,NA,"col",14,9742.65,0,0,0,NA,NA,NA,0,"wand","repl",1
"68",30,10,"control",53.88,310.57,1841.42,8864.74,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,34,39,NA,0,NA,NA,NA,0,0,4,6,10,15,NA,"col",15,8864.74,0,0,0,NA,NA,NA,0,"wand","repl",1
"69",30,0,"para",69.38,229.72,2345.18,NA,5523.87,2,NA,5,0,114,101,13,82,232,346,24,0,28,31,37,0,28,41,45,17,13,0.329479768786127,0.236994219653179,4,7,13,NA,17,"col",17,5523.87,0,0,0,NA,NA,NA,0,"em","repl",1
"70",30,10,"para",41.43,194.29,1582.37,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,33,38,0,28,0,NA,NA,NA,0,0,4,9,14,NA,NA,"col",35,9069.18,0,0,59,9069.18,NA,35,1,"cull","repl",1
"71",30,0,"control",57.79,350.41,1477.34,10887.09,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,32,36,NA,0,NA,NA,NA,0,0,4,6,8,12,NA,"col",12,10887.09,0,0,0,NA,NA,NA,0,"wand","repl",1
"72",30,10,"control",73.34,425.24,2733.64,10306.74,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,34,39,NA,0,NA,NA,NA,0,0,4,6,10,15,NA,"col",15,10306.74,0,0,0,NA,NA,NA,0,"wand","repl",1
"73",30,0,"para",67.49,232.66,1839.34,NA,4089.74,1,NA,5,0,123,93,30,87,48,171,24,0,28,30,34,0,28,38,41,13,10,0.719298245614035,0.508771929824561,4,6,10,NA,14,"col",14,4089.74,0,0,0,NA,NA,NA,0,"em","repl",1
"74",30,10,"para",67.25,193.93,1264.02,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,34,0,28,0,NA,NA,NA,0,0,4,6,10,NA,NA,"col",31,4748.11,0,0,55,4748.11,NA,31,1,"cull","repl",1
"75",30,0,"control",66.94,236.9,NA,10096.21,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,32,28,31,NA,37,NA,0,NA,NA,NA,0,0,4,7,NA,13,NA,"col",13,10096.21,1,1,0,NA,NA,NA,0,"wand","repl",0
"76",30,10,"control",31.94,168.96,1324.6,7305.7,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,34,39,NA,0,NA,NA,NA,0,0,4,6,10,15,NA,"col",15,7305.7,0,0,0,NA,NA,NA,0,"wand","repl",1
"77",30,0,"para",60.99,211.08,2237.03,NA,4691.96,2,NA,5,0,138,103,35,76,93,231,24,0,28,31,35,0,28,39,43,15,11,0.597402597402597,0.329004329004329,4,7,11,NA,15,"col",15,4691.96,0,0,0,NA,1,NA,0,"em","repl",1
"78",30,10,"para",53.9,414.56,1327.62,NA,NA,3,NA,NA,NA,0,NA,NA,0,NA,0,24,46,28,32,36,0,28,0,NA,NA,NA,0,0,4,8,12,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"79",30,0,"control",60.08,370.88,1652.04,13388.28,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,32,36,NA,0,NA,NA,NA,0,0,4,6,8,12,NA,"col",12,13388.28,0,0,0,NA,NA,NA,0,"wand","repl",1
"80",30,10,"control",73.89,309.15,1647.22,8242.48,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,33,38,NA,0,NA,NA,NA,0,0,4,6,9,14,NA,"col",14,8242.48,0,0,0,NA,NA,NA,0,"wand","repl",1
"81",30,0,"para",47.57,244.92,1452.61,NA,3067.76,1,NA,5,0,73,66,7,55,47,120,24,0,28,31,34,0,28,38,41,13,10,0.608333333333333,0.458333333333333,4,7,10,NA,14,"col",14,3067.76,0,0,0,NA,NA,NA,0,"em","repl",1
"82",30,10,"para",57.26,228.04,1787.71,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,24,53,28,31,35,0,28,0,NA,NA,NA,0,0,4,7,11,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"83",30,0,"control",75.22,199.86,2146.71,9233.77,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,33,36,NA,0,NA,NA,NA,0,0,4,6,9,12,NA,"col",12,9233.77,0,0,0,NA,NA,NA,0,"wand","repl",1
"84",30,10,"control",44.58,228.21,1493.61,8117.48,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,34,39,NA,0,NA,NA,NA,0,0,4,6,10,15,NA,"col",15,8117.48,0,0,0,NA,NA,NA,0,"wand","repl",1
"85",30,0,"para",57.83,108.1,1603.51,NA,3924.36,2,NA,5,1,78,63,15,57,153,231,24,0,28,31,35,0,28,39,43,15,11,0.337662337662338,0.246753246753247,4,7,11,NA,15,"col",15,3924.36,0,0,0,NA,1,NA,0,"em","repl",1
"86",30,10,"para",67.91,575.05,2133.84,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,32,36,0,28,0,NA,NA,NA,0,0,4,8,12,NA,NA,"col",23,6041.53,0,0,47,6041.53,NA,23,1,"cull","repl",1
"87",30,0,"control",35.16,209.81,1564.43,9549.83,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,33,36,NA,0,NA,NA,NA,0,0,4,6,9,12,NA,"col",12,9549.83,0,0,0,NA,NA,NA,0,"wand","repl",1
"88",30,10,"control",34.2,222.42,1525.1,8167.63,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,34,39,NA,0,NA,NA,NA,0,0,4,6,10,15,NA,"col",15,8167.63,0,0,0,NA,NA,NA,0,"wand","repl",1
"89",30,0,"para",62.33,208.07,2286.55,NA,4541.29,1,NA,5,0,165,156,9,134,77,242,24,0,28,31,35,0,28,38,43,15,10,0.681818181818182,0.553719008264463,4,7,11,NA,14,"col",14,4541.29,0,0,0,NA,NA,NA,0,"em","repl",1
"90",30,10,"para",30.64,474.35,1250.74,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,24,41,28,32,36,0,28,0,NA,NA,NA,0,0,4,8,12,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"91",30,0,"control",30.14,143.43,2903.52,10861.44,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,34,37,NA,0,NA,NA,NA,0,0,4,6,10,13,NA,"col",13,10861.44,0,0,0,NA,NA,NA,0,"wand","repl",1
"92",30,10,"control",27.47,160.01,1259.66,6189.87,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,36,43,NA,0,NA,NA,NA,0,0,4,6,12,19,NA,"col",19,6189.87,0,0,0,NA,NA,NA,0,"wand","repl",1
"93",30,0,"para",43.76,124.23,1809.97,NA,2284.08,1,NA,5,0,75,55,20,41,79,154,24,0,28,31,35,0,28,38,42,14,10,0.487012987012987,0.266233766233766,4,7,11,NA,14,"col",14,2284.08,0,0,0,NA,NA,NA,0,"em","repl",1
"94",30,10,"para",46.91,NA,1071.88,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,24,42,28,32,38,0,28,0,NA,NA,NA,0,0,4,8,14,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"95",30,0,"control",45.56,234.22,3098.14,9856.63,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,33,36,NA,0,NA,NA,NA,0,0,4,6,9,12,NA,"col",12,9856.63,0,0,0,NA,NA,NA,0,"wand","repl",1
"96",30,10,"control",38.28,181.51,1534.92,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,36,28,30,34,0,NA,0,NA,NA,NA,0,0,4,6,10,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,0,"dead","repl",0
"97",30,0,"para",67.53,97.41,637.03,NA,1381.12,1,NA,5,0,56,36,20,29,56,112,24,0,28,32,37,0,28,41,45,17,13,0.5,0.258928571428571,4,8,13,NA,17,"col",17,1381.12,0,0,0,NA,NA,NA,0,"em","repl",1
"98",30,10,"para",62.54,593.13,1673.72,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,24,41,28,32,36,0,28,0,NA,NA,NA,0,0,4,8,12,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"99",30,0,"para",67.18,154.25,1492.89,NA,3219.96,1,NA,5,0,89,65,24,55,81,170,24,0,28,31,35,0,28,39,43,15,11,0.523529411764706,0.323529411764706,4,7,11,NA,15,"col",15,3219.96,0,0,0,NA,1,NA,0,"em","repl",1
"100",30,10,"para",52.45,557.03,1779.25,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,24,41,28,32,36,0,28,0,NA,NA,NA,0,0,4,8,12,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"101",30,0,"control",58.23,240.72,1854.93,11613.86,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,30,33,37,NA,0,NA,NA,NA,0,0,4,6,9,13,NA,"col",13,11613.86,0,0,0,NA,NA,NA,0,"wand","repl",1
"102",30,10,"control",66.57,263.7,2149.52,7090.89,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,31,35,40,NA,0,NA,NA,NA,0,0,4,7,11,16,NA,"col",16,7090.89,0,0,0,NA,NA,NA,0,"wand","repl",1
"103",30,0,"para",61.47,206.14,1618.13,NA,1825.64,1,NA,5,0,67,65,2,57,69,136,24,0,28,31,35,0,28,39,44,16,11,0.492647058823529,0.419117647058824,4,7,11,NA,15,"col",15,1825.64,0,0,0,NA,1,NA,0,"em","repl",1
"104",30,10,"para",62.98,388.82,1739.22,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,24,0,28,32,36,0,28,0,NA,NA,NA,0,0,4,8,12,NA,NA,"col",23,5029.28,0,0,47,5029.28,NA,23,1,"cull","repl",1
"105",30,0,"control",68.19,220.28,3616.65,9581.33,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,31,35,38,NA,0,NA,NA,NA,0,0,4,6,10,13,NA,"col",13,9581.33,0,0,0,NA,NA,NA,0,"wand","repl",1
"106",30,10,"control",44.34,281.04,1710.65,8617.27,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,43,NA,0,NA,NA,NA,0,0,4,7,11,18,NA,"col",18,8617.27,0,0,0,NA,NA,NA,0,"wand","repl",1
"107",30,0,"para",51.67,141.25,854.46,NA,NA,1,NA,5,0,71,62,9,55,21,92,25,0,29,32,35,0,29,39,44,15,10,0.771739130434783,0.597826086956522,4,7,10,NA,14,"col",14,NA,0,0,0,NA,1,NA,0,"em","repl",1
"108",30,10,"para",36.92,174.88,1186.61,10612.72,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,50,29,0,NA,NA,NA,0,0,4,7,11,25,NA,"col",25,10612.72,0,0,0,NA,NA,NA,0,"wand","repl",1
"109",30,0,"control",37.79,652.51,3686.98,11844.7,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,35,38,NA,0,NA,NA,NA,0,0,4,7,10,13,NA,"col",13,11844.7,0,0,0,NA,NA,NA,0,"wand","repl",1
"110",30,10,"control",64.41,187.51,1244.73,3357.48,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,31,35,49,NA,0,NA,NA,NA,0,0,4,6,10,24,NA,"col",24,3357.48,0,0,0,NA,NA,NA,0,"wand","repl",1
"111",30,0,"para",66.26,194.44,NA,NA,795.61,2,NA,4,0,33,31,2,30,1,34,25,0,29,33,NA,0,29,38,42,13,9,0.970588235294118,0.882352941176471,4,8,NA,NA,13,"col",13,795.61,0,NA,0,NA,NA,NA,0,"em","repl",1
"112",30,10,"para",41.03,78.91,692,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,33,38,0,29,0,NA,NA,NA,0,0,4,8,13,NA,NA,"col",31,1189.87,0,0,56,1189.87,NA,31,1,"cull","repl",1
"113",30,0,"control",51.95,205.96,3812.41,10380.05,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,31,35,38,NA,0,NA,NA,NA,0,0,4,6,10,13,NA,"col",13,10380.05,0,0,0,NA,NA,NA,0,"wand","repl",1
"114",30,10,"control",55.12,210.46,1910.52,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,47,29,31,36,0,NA,0,NA,NA,NA,0,0,4,6,11,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,0,"dead","repl",0
"115",30,0,"para",47.73,147.11,1797.24,NA,3239.82,1,NA,5,0,156,150,6,135,30,186,25,0,29,32,36,0,29,39,44,15,10,0.838709677419355,0.725806451612903,4,7,11,NA,14,"col",14,3239.82,0,0,0,NA,1,NA,0,"em","repl",1
"116",30,10,"para",63.03,262.18,1238.42,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,25,43,29,33,37,0,29,0,NA,NA,NA,0,0,4,8,12,NA,NA,"col",NA,NA,1,0,0,NA,NA,NA,1,"dead","repl",1
"117",30,0,"control",54.7,199.04,2728.82,11222.36,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,31,34,37,NA,0,NA,NA,NA,0,0,4,6,9,12,NA,"col",12,11222.36,0,0,0,NA,NA,NA,0,"wand","repl",1
"118",30,10,"control",50.11,451.67,2038.72,9001.38,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,42,NA,0,NA,NA,NA,0,0,4,7,11,17,NA,"col",17,9001.38,0,0,0,NA,NA,NA,0,"wand","repl",1
"119",30,0,"para",34.1,104.68,750.96,NA,3305.99,1,NA,5,0,130,121,9,0,35,165,25,0,29,33,37,0,29,41,46,17,12,0.787878787878788,0,4,8,12,NA,16,"col",16,3305.99,0,0,0,NA,NA,NA,0,"em","repl",1
"120",30,10,"para",58.75,192.06,1276.23,NA,NA,2,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,0,29,0,NA,NA,NA,0,0,4,7,11,NA,NA,"col",22,2135.25,0,0,47,2135.25,NA,22,1,"cull","repl",1
"121",30,0,"control",40.18,490.36,1402.46,7948.75,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,35,38,NA,0,NA,NA,NA,0,0,4,7,10,13,NA,"col",13,7948.75,0,0,0,NA,NA,NA,0,"wand","repl",1
"122",30,10,"control",41.28,372.99,1693.75,8421.48,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,41,NA,0,NA,NA,NA,0,0,4,7,11,16,NA,"col",16,8421.48,0,0,0,NA,NA,NA,0,"wand","repl",1
"123",30,0,"para",62.92,326.67,1918.04,NA,3870.92,1,NA,5,0,100,59,41,33,33,133,25,0,29,32,35,0,29,39,43,14,10,0.75187969924812,0.24812030075188,4,7,10,NA,14,"col",14,3870.92,0,0,0,NA,1,NA,0,"em","repl",1
"124",30,10,"para",53.55,197.38,1468.38,8701.61,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,33,38,50,29,0,NA,NA,NA,0,0,4,8,13,25,NA,"col",25,8701.61,0,0,0,NA,NA,NA,0,"wand","repl",1
"125",30,0,"control",37.59,183.54,2184.28,10378.19,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,39,NA,0,NA,NA,NA,0,0,4,7,11,14,NA,"col",14,10378.19,0,0,0,NA,NA,NA,0,"wand","repl",1
"126",30,10,"control",65.33,228.65,1617.15,7620.37,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,31,35,40,NA,0,NA,NA,NA,0,0,4,6,10,15,NA,"col",15,7620.37,0,0,0,NA,NA,NA,0,"wand","repl",1
"127",30,0,"para",71.42,156.02,1734.54,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,0,29,0,NA,NA,NA,0,0,4,7,11,NA,NA,"col",32,10598.25,0,0,57,10598.25,NA,32,1,"cull","repl",1
"128",30,10,"para",50.52,255.03,1155.49,9311.78,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,33,37,57,29,0,NA,NA,NA,0,0,4,8,12,32,NA,"col",32,9311.78,0,0,0,NA,NA,NA,0,"wand","repl",1
"129",30,0,"control",30.3,191.63,3263.38,10043.87,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,39,NA,0,NA,NA,NA,0,0,4,7,11,14,NA,"col",14,10043.87,0,0,0,NA,NA,NA,0,"wand","repl",1
"130",30,10,"control",68.23,204.54,1811.26,5625.1,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,31,35,45,NA,0,NA,NA,NA,0,0,4,6,10,20,NA,"col",20,5625.1,0,0,0,NA,NA,NA,0,"wand","repl",1
"131",30,0,"para",35.39,186.66,1996.24,NA,3649.91,1,NA,5,0,94,76,18,53,60,154,25,0,29,33,37,0,29,40,45,16,11,0.61038961038961,0.344155844155844,4,8,12,NA,15,"col",15,3649.91,0,0,0,NA,1,NA,0,"em","repl",1
"132",30,10,"para",34.56,94.87,647.97,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,33,37,0,29,0,NA,NA,NA,0,0,4,8,12,NA,NA,"col",33,15803.33,0,0,58,15803.33,NA,33,1,"cull","repl",1
"133",30,0,"control",30.61,109.98,1397.39,8247.77,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,40,NA,0,NA,NA,NA,0,0,4,7,11,15,NA,"col",15,8247.77,0,0,0,NA,NA,NA,0,"wand","repl",1
"134",30,10,"control",68.85,231.08,1460.73,7811.3,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,31,35,40,NA,0,NA,NA,NA,0,0,4,6,10,15,NA,"col",15,7811.3,0,0,0,NA,NA,NA,0,"wand","repl",1
"135",30,0,"para",58.38,207.01,583.89,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,33,47,0,29,0,NA,NA,NA,0,0,4,8,22,NA,NA,"col",27,695.85,0,0,52,695.85,NA,27,1,"cull","repl",1
"136",30,10,"para",66.07,167.21,1026.58,NA,NA,1,NA,NA,NA,0,NA,NA,0,NA,0,25,0,29,32,36,0,29,0,NA,NA,NA,0,0,4,7,11,NA,NA,"col",21,4011.74,0,0,46,4011.74,NA,21,1,"cull","repl",1
