"bug.id","temp.avg","temp.var","treatment","instar","mass.wand","mass.48em","num.ovp","suc.ovp","instar.em","bled.em","num.em","num.coc","num.fail.spin","num.ecl","num.unem","load","date.hatch.j","date.died.j","date.3.j","date.4.j","date.5.j","date.wand.j","date.ovp.j","date.em.j","date.ecl.j","ttecl","ttem.w","ps.em","ps.ecl","tt3","tt4","tt5","ttwand","ttem.h","diet","ttend","died","died.bf5","date.cull.j","mass.cull","left_out","ttcull","mongo","end.class","expt","keep","keep2","mass","age"
"25.0_c_22",25,0,"control","4",11081.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,162,166,170,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,182.33,8
"25.0_c_22",25,0,"control","5",11081.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,162,166,170,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,1697.31,12
"25.0_c_22",25,0,"control","end",11081.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,162,166,170,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,11081.77,16
"25.0_c_23",25,0,"control","3",9845.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,162,166,170,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,77.65,5
"25.0_c_23",25,0,"control","4",9845.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,162,166,170,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,308.28,8
"25.0_c_23",25,0,"control","5",9845.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,162,166,170,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2207.51,12
"25.0_c_23",25,0,"control","end",9845.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,162,166,170,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,9845.56,16
"25.0_c_24",25,0,"control","3",13378.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,163,167,171,NA,0,NA,NA,NA,NA,NA,5,9,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,33.37,5
"25.0_c_24",25,0,"control","4",13378.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,163,167,171,NA,0,NA,NA,NA,NA,NA,5,9,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,315.11,9
"25.0_c_24",25,0,"control","5",13378.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,163,167,171,NA,0,NA,NA,NA,NA,NA,5,9,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2889.55,13
"25.0_c_24",25,0,"control","end",13378.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,159,163,167,171,NA,0,NA,NA,NA,NA,NA,5,9,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,13378.54,17
"25.0_c_25",25,0,"control","3",11594.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,159,163,167,172,NA,0,NA,NA,NA,NA,NA,6,10,14,19,NA,"col",19,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,74.47,6
"25.0_c_25",25,0,"control","4",11594.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,159,163,167,172,NA,0,NA,NA,NA,NA,NA,6,10,14,19,NA,"col",19,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,365.29,10
"25.0_c_25",25,0,"control","5",11594.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,159,163,167,172,NA,0,NA,NA,NA,NA,NA,6,10,14,19,NA,"col",19,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2210.19,14
"25.0_c_25",25,0,"control","end",11594.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,159,163,167,172,NA,0,NA,NA,NA,NA,NA,6,10,14,19,NA,"col",19,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,11594.43,19
"25.0_c_27",25,0,"control","3",11681.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,159,163,167,172,NA,0,NA,NA,NA,NA,NA,6,10,14,19,NA,"col",19,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,52.64,6
"25.0_c_27",25,0,"control","4",11681.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,159,163,167,172,NA,0,NA,NA,NA,NA,NA,6,10,14,19,NA,"col",19,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,319.19,10
"25.0_c_27",25,0,"control","5",11681.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,159,163,167,172,NA,0,NA,NA,NA,NA,NA,6,10,14,19,NA,"col",19,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,1518.17,14
"25.0_c_27",25,0,"control","end",11681.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,159,163,167,172,NA,0,NA,NA,NA,NA,NA,6,10,14,19,NA,"col",19,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,11681.52,19
"25.0_c_28",25,0,"control","3",10711.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,160,162,167,171,NA,0,NA,NA,NA,NA,NA,6,8,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,67.98,6
"25.0_c_28",25,0,"control","4",10711.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,160,162,167,171,NA,0,NA,NA,NA,NA,NA,6,8,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,238.46,8
"25.0_c_28",25,0,"control","5",10711.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,160,162,167,171,NA,0,NA,NA,NA,NA,NA,6,8,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,1709.19,13
"25.0_c_28",25,0,"control","end",10711.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0,160,162,167,171,NA,0,NA,NA,NA,NA,NA,6,8,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10711.63,17
"25.0_c_29",25,0,"control","3",12331.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,40.2,5
"25.0_c_29",25,0,"control","4",12331.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,267.95,8
"25.0_c_29",25,0,"control","5",12331.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2608.1,12
"25.0_c_29",25,0,"control","end",12331.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,12331.63,16
"25.0_c_3",25,0,"control","3",10803.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,171,NA,0,NA,NA,NA,NA,NA,5,9,13,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,30.76,5
"25.0_c_3",25,0,"control","4",10803.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,171,NA,0,NA,NA,NA,NA,NA,5,9,13,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,215.95,9
"25.0_c_3",25,0,"control","5",10803.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,171,NA,0,NA,NA,NA,NA,NA,5,9,13,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,1714.33,13
"25.0_c_3",25,0,"control","end",10803.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,171,NA,0,NA,NA,NA,NA,NA,5,9,13,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10803.67,18
"25.0_c_30",25,0,"control","3",10966.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,173,NA,0,NA,NA,NA,NA,NA,5,8,12,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,65.75,5
"25.0_c_30",25,0,"control","4",10966.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,173,NA,0,NA,NA,NA,NA,NA,5,8,12,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,430.28,8
"25.0_c_30",25,0,"control","5",10966.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,173,NA,0,NA,NA,NA,NA,NA,5,8,12,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2903.73,12
"25.0_c_30",25,0,"control","end",10966.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,173,NA,0,NA,NA,NA,NA,NA,5,8,12,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10966.82,15
"25.0_c_31",25,0,"control","3",10360.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,168,172,176,NA,0,NA,NA,NA,NA,NA,5,10,14,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,67.14,5
"25.0_c_31",25,0,"control","4",10360.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,168,172,176,NA,0,NA,NA,NA,NA,NA,5,10,14,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,303.72,10
"25.0_c_31",25,0,"control","5",10360.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,168,172,176,NA,0,NA,NA,NA,NA,NA,5,10,14,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2108.95,14
"25.0_c_31",25,0,"control","end",10360.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,168,172,176,NA,0,NA,NA,NA,NA,NA,5,10,14,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10360.05,18
"25.0_c_32",25,0,"control","3",12902.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,167,170,174,NA,0,NA,NA,NA,NA,NA,5,9,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,58.64,5
"25.0_c_32",25,0,"control","4",12902.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,167,170,174,NA,0,NA,NA,NA,NA,NA,5,9,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,540.76,9
"25.0_c_32",25,0,"control","5",12902.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,167,170,174,NA,0,NA,NA,NA,NA,NA,5,9,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2492.98,12
"25.0_c_32",25,0,"control","end",12902.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,167,170,174,NA,0,NA,NA,NA,NA,NA,5,9,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,12902.61,16
"25.0_c_33",25,0,"control","3",10534.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,169,173,NA,0,NA,NA,NA,NA,NA,5,8,11,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,67.15,5
"25.0_c_33",25,0,"control","4",10534.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,169,173,NA,0,NA,NA,NA,NA,NA,5,8,11,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,474.51,8
"25.0_c_33",25,0,"control","5",10534.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,169,173,NA,0,NA,NA,NA,NA,NA,5,8,11,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2376.12,11
"25.0_c_33",25,0,"control","end",10534.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,169,173,NA,0,NA,NA,NA,NA,NA,5,8,11,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10534.4,15
"25.0_c_34",25,0,"control","3",11838.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,49.4,5
"25.0_c_34",25,0,"control","4",11838.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,216.93,8
"25.0_c_34",25,0,"control","5",11838.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,1981.7,12
"25.0_c_34",25,0,"control","end",11838.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,11838.88,16
"25.0_c_35",25,0,"control","3",10897.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,52.61,5
"25.0_c_35",25,0,"control","4",10897.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,309.68,8
"25.0_c_35",25,0,"control","5",10897.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2681.53,12
"25.0_c_35",25,0,"control","end",10897.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10897.76,16
"25.0_c_36",25,0,"control","3",10076.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,169,173,NA,0,NA,NA,NA,NA,NA,5,8,11,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,67.85,5
"25.0_c_36",25,0,"control","4",10076.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,169,173,NA,0,NA,NA,NA,NA,NA,5,8,11,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,464.89,8
"25.0_c_36",25,0,"control","5",10076.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,169,173,NA,0,NA,NA,NA,NA,NA,5,8,11,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2145.46,11
"25.0_c_36",25,0,"control","end",10076.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,169,173,NA,0,NA,NA,NA,NA,NA,5,8,11,15,NA,"col",15,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10076.23,15
"25.0_c_37",25,0,"control","3",10221.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,61.58,5
"25.0_c_37",25,0,"control","4",10221.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,286.57,8
"25.0_c_37",25,0,"control","5",10221.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2531.08,12
"25.0_c_37",25,0,"control","end",10221.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,166,170,174,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10221.32,16
"25.0_c_38",25,0,"control","3",9742.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,168,171,175,NA,0,NA,NA,NA,NA,NA,5,10,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,43.41,5
"25.0_c_38",25,0,"control","4",9742.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,168,171,175,NA,0,NA,NA,NA,NA,NA,5,10,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,878.09,10
"25.0_c_38",25,0,"control","5",9742.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,168,171,175,NA,0,NA,NA,NA,NA,NA,5,10,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2041.48,13
"25.0_c_38",25,0,"control","end",9742.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,163,168,171,175,NA,0,NA,NA,NA,NA,NA,5,10,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,9742.82,17
"25.0_c_4",25,0,"control","3",10257.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,170,NA,0,NA,NA,NA,NA,NA,5,9,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,64.01,5
"25.0_c_4",25,0,"control","4",10257.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,170,NA,0,NA,NA,NA,NA,NA,5,9,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,220.7,9
"25.0_c_4",25,0,"control","5",10257.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,170,NA,0,NA,NA,NA,NA,NA,5,9,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,1758.21,13
"25.0_c_4",25,0,"control","end",10257.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,170,NA,0,NA,NA,NA,NA,NA,5,9,13,17,NA,"col",17,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10257.21,17
"25.0_c_5",25,0,"control","3",9484.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,171,NA,0,NA,NA,NA,NA,NA,5,9,13,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,45.53,5
"25.0_c_5",25,0,"control","4",9484.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,171,NA,0,NA,NA,NA,NA,NA,5,9,13,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,187.19,9
"25.0_c_5",25,0,"control","5",9484.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,171,NA,0,NA,NA,NA,NA,NA,5,9,13,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,1318.81,13
"25.0_c_5",25,0,"control","end",9484.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,162,166,171,NA,0,NA,NA,NA,NA,NA,5,9,13,18,NA,"col",18,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,9484.67,18
"25.0_c_6",25,0,"control","3",12858.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,59.8,5
"25.0_c_6",25,0,"control","4",12858.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,253.57,8
"25.0_c_6",25,0,"control","5",12858.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2484.48,12
"25.0_c_6",25,0,"control","end",12858.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,12858.08,16
"25.0_c_7",25,0,"control","3",11114.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,49.79,5
"25.0_c_7",25,0,"control","4",11114.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,292.19,8
"25.0_c_7",25,0,"control","5",11114.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2707.97,12
"25.0_c_7",25,0,"control","end",11114.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,11114.24,16
"25.0_c_8",25,0,"control","3",10309.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,164,169,NA,0,NA,NA,NA,NA,NA,5,8,11,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,83.61,5
"25.0_c_8",25,0,"control","4",10309.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,164,169,NA,0,NA,NA,NA,NA,NA,5,8,11,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,480.03,8
"25.0_c_8",25,0,"control","5",10309.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,164,169,NA,0,NA,NA,NA,NA,NA,5,8,11,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,1812.22,11
"25.0_c_8",25,0,"control","end",10309.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,164,169,NA,0,NA,NA,NA,NA,NA,5,8,11,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10309.45,16
"25.0_c_9",25,0,"control","3",10720.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,56.76,5
"25.0_c_9",25,0,"control","4",10720.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,425.18,8
"25.0_c_9",25,0,"control","5",10720.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,2729.26,12
"25.0_c_9",25,0,"control","end",10720.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153,0,158,161,165,169,NA,0,NA,NA,NA,NA,NA,5,8,12,16,NA,"col",16,0,0,NA,NA,NA,NA,0,"wand","orig",1,1,10720.15,16
"25.0_p_1",25,0,"para","3",NA,1172.35,1,1,4,0,61,53,8,39,12,73,153,0,157,163,0,0,157,169,174,17,12,0.835616438356164,0.534246575342466,4,10,NA,NA,16,"col",16,0,0,NA,NA,NA,NA,0,"em","orig",1,1,45.55,4
"25.0_p_1",25,0,"para","4",NA,1172.35,1,1,4,0,61,53,8,39,12,73,153,0,157,163,0,0,157,169,174,17,12,0.835616438356164,0.534246575342466,4,10,NA,NA,16,"col",16,0,0,NA,NA,NA,NA,0,"em","orig",1,1,297.11,10
"25.0_p_1",25,0,"para","5",NA,1172.35,1,1,4,0,61,53,8,39,12,73,153,0,157,163,0,0,157,169,174,17,12,0.835616438356164,0.534246575342466,4,10,NA,NA,16,"col",16,0,0,NA,NA,NA,NA,0,"em","orig",1,1,NA,NA
"25.0_p_1",25,0,"para","end",NA,1172.35,1,1,4,0,61,53,8,39,12,73,153,0,157,163,0,0,157,169,174,17,12,0.835616438356164,0.534246575342466,4,10,NA,NA,16,"col",16,0,0,NA,NA,NA,NA,0,"em","orig",1,1,1172.35,16
"25.0_p_12",25,0,"para","3",NA,3588.42,1,1,5,0,126,99,27,8,17,143,153,0,158,162,166,0,158,170,177,19,12,0.881118881118881,0.0559440559440559,5,9,13,NA,17,"col",17,0,0,NA,NA,NA,NA,0,"em","orig",1,1,88.11,5
"25.0_p_12",25,0,"para","4",NA,3588.42,1,1,5,0,126,99,27,8,17,143,153,0,158,162,166,0,158,170,177,19,12,0.881118881118881,0.0559440559440559,5,9,13,NA,17,"col",17,0,0,NA,NA,NA,NA,0,"em","orig",1,1,203.5,9
"25.0_p_12",25,0,"para","5",NA,3588.42,1,1,5,0,126,99,27,8,17,143,153,0,158,162,166,0,158,170,177,19,12,0.881118881118881,0.0559440559440559,5,9,13,NA,17,"col",17,0,0,NA,NA,NA,NA,0,"em","orig",1,1,1640.46,13
